,name,title_clean,revenues_clean,gross_profit
130,David Twohy,Pitch Black,53200000.0,3600000.0
131,David Twohy,Pitch Black,53200000.0,3600000.0
888,David Twohy,The Chronicles of Riddick,115800000.0,-47100000.0
889,David Twohy,The Chronicles of Riddick,115800000.0,-47100000.0
2211,David Twohy,A Perfect Getaway,22852638.0,-2573681.0
3148,David Twohy,Riddick,98300000.0,11150000.0
1518,Wash West,Quincea̱era,2500000.0,850000.0
1433,Jeff Garlin,I Want Someone to Eat Cheese With,194568.0,-1402716.0
188,Christopher McQuarrie,The Way of the Gun,13069740.0,-1965130.0
2828,Christopher McQuarrie,Jack Reacher,218300000.0,49150000.0
2619,Jennifer Yuh Nelson,Kung Fu Panda 2,665700000.0,182850000.0
2620,Jennifer Yuh Nelson,Kung Fu Panda 2,665700000.0,182850000.0
3499,Jennifer Yuh Nelson,Kung Fu Panda 3,521200000.0,115600000.0
886,Andy Cadiff,Chasing Liberty,12313323.0,-16843338.5
2246,Dwight H Little,Tekken,967369.0,-29516315.5
92,Robert Redford,The Legend of Bagger Vance,39500000.0,-60250000.0
1723,Robert Redford,Lions for Lambs,63200000.0,-3400000.0
2546,Robert Redford,The Conspirator,15478800.0,-17260600.0
2986,Robert Redford,The Company You Keep,19600000.0,7800000.0
3097,Rob Epstein,Lovelace,1600000.0,-11200000.0
279,James Toback,Harvard Man,56653.0,-5471673.5
2744,Leslye Headland,Bachelorette,11900000.0,2950000.0
145,Eric Bibo Bergeron,The Road to El Dorado,76400000.0,-56800000.0
2672,Matt Russell,Seven Days in Utopia,4400000.0,-5300000.0
641,Robert Pulcini,American Splendor,7986084.0,1993042.0
1747,Robert Pulcini,The Nanny Diaries,47738099.0,3869049.5
2338,Robert Pulcini,The Extra Man,457867.0,-6771066.5
1367,Jason Friedberg,Date Movie,84800000.0,22400000.0
1653,Jason Friedberg,Epic Movie,86900000.0,23450000.0
1877,Jason Friedberg,Disaster Movie,34800000.0,-2600000.0
1945,Jason Friedberg,Meet the Spartans,84600000.0,12300000.0
2488,Jason Friedberg,Vampires Suck,80500000.0,20250000.0
3168,Jason Friedberg,The Starving Games,3800000.0,-2730000.0
657,Robert Walker,Brother Bear,250400000.0,79200000.0
326,Marc Forster,Monster's Ball,44909486.0,18454743.0
922,Marc Forster,Finding Neverland,116800000.0,33400000.0
1276,Marc Forster,Stay,8300000.0,-45850000.0
1555,Marc Forster,Stranger than Fiction,53700000.0,-3150000.0
1716,Marc Forster,The Kite Runner,73200000.0,16600000.0
1973,Marc Forster,Quantum of Solace,586100000.0,93050000.0
2626,Marc Forster,Machine Gun Preacher,3300000.0,-28350000.0
3197,Marc Forster,World War Z,540000000.0,80000000.0
2957,Benson Lee,Battle of the Year,16500000.0,-11750000.0
109,Brian De Palma,Mission to Mars,111000000.0,-44500000.0
112,Brian De Palma,Mission: Impossible,457700000.0,148850000.0
1339,Brian De Palma,The Black Dahlia,49300000.0,-25350000.0
2095,Neill Blomkamp,District 9,210800000.0,75400000.0
2788,Neill Blomkamp,District 9,210800000.0,75400000.0
3004,Neill Blomkamp,Elysium,286100000.0,28050000.0
3405,Neill Blomkamp,Chappie,102100000.0,2050000.0
2883,Anthony Hemingway,Red Tails,50400000.0,-32800000.0
110,John Woo,Mission: Impossible 2,546400000.0,148200000.0
111,John Woo,Mission: Impossible 2,546400000.0,148200000.0
631,John Woo,Windtalkers,77600000.0,-76200000.0
788,John Woo,Paycheck,96269812.0,-11865094.0
194,Marek Kanievska,Where the Money Is,7243669.0,-24378165.5
1016,Don Mancini,Seed of Chucky,24800000.0,400000.0
568,Andrew Niccol,Simone,19600000.0,-200000.0
1211,Andrew Niccol,Lord of War,72600000.0,-13700000.0
2608,Andrew Niccol,In Time,173900000.0,46950000.0
3053,Andrew Niccol,The Host,63300000.0,-8350000.0
2179,Grant Heslov,The Men Who Stare at Goats,68968688.0,10484344.0
1382,Jim Hanon,End of the Spear,12128105.0,-3935947.5
202,James Gray,The Yards,889352.0,-23555324.0
1821,James Gray,We Own the Night,54926886.0,6463443.0
388,Robert Rodriguez,Spy Kids,147900000.0,38950000.0
589,Robert Rodriguez,Spy Kids 2: The Island of Lost Dreams,119700000.0,21850000.0
590,Robert Rodriguez,Spy Kids 2: The Island of Lost Dreams,119700000.0,21850000.0
780,Robert Rodriguez,Once Upon a Time in Mexico,98100000.0,20050000.0
781,Robert Rodriguez,Desperado,25400000.0,5700000.0
812,Robert Rodriguez,Spy Kids 3-D: Game Over,197000000.0,60500000.0
813,Robert Rodriguez,Spy Kids 3-D: Game Over,197000000.0,60500000.0
1075,Robert Rodriguez,The Adventures of Sharkboy and Lavagirl,69500000.0,-15250000.0
1076,Robert Rodriguez,The Adventures of Sharkboy and Lavagirl,69500000.0,-15250000.0
1264,Robert Rodriguez,Sin City,158800000.0,39400000.0
1265,Robert Rodriguez,Sin City,158800000.0,39400000.0
1678,Robert Rodriguez,Grindhouse,25400000.0,-40300000.0
2229,Robert Rodriguez,Shorts: The Adventures of the Wishing Rock,29000000.0,-5500000.0
2411,Robert Rodriguez,Machete,44093316.0,11546658.0
2412,Robert Rodriguez,Machete,44093316.0,11546658.0
2685,Robert Rodriguez,Spy Kids: All the Time in the World,85600000.0,15800000.0
3101,Robert Rodriguez,Machete Kills,15000000.0,-12500000.0
3316,Robert Rodriguez,Sin City: A Dame to Kill For,39400000.0,-45300000.0
16,Sally Field,Beautiful,3200000.0,-12400000.0
17,Harold Ramis,Bedazzled,90383208.0,-2808396.0
424,Harold Ramis,Analyze That,55003135.0,-32498432.5
425,Harold Ramis,Analyze This,176900000.0,8450000.0
1178,Harold Ramis,The Ice Harvest,10156968.0,-10921516.0
2275,Harold Ramis,Year One,62400000.0,-28800000.0
246,Scott McGehee,The Deep End,10031529.0,2015764.5
1095,Scott McGehee,Bee Season,6856989.0,-10571505.5
926,Joseph Ruben,The Forgotten,117600000.0,16800000.0
816,Jonathan Caouette,Tarnation,1200000.0,599781.68
672,James Foley,Confidence,23000000.0,-3500000.0
1763,James Foley,Perfect Stranger,73100000.0,-23450000.0
2301,Raymond De Felitta,City Island,7875862.0,-2062069.0
60,Brian Levant,The Flintstones in Viva Rock Vegas,59500000.0,-53250000.0
61,Brian Levant,The Flintstones,341600000.0,124800000.0
582,Brian Levant,Snow Dogs,115000000.0,24500000.0
1081,Brian Levant,Are We There Yet?,97900000.0,16950000.0
1082,Brian Levant,Are We There Yet?,97900000.0,16950000.0
2467,Brian Levant,The Spy Next Door,45200000.0,-5400000.0
1779,Alexander Witt,Resident Evil: Apocalypse,129300000.0,19650000.0
2287,Alan Poul,The Back-up Plan,77500000.0,3750000.0
129,Wolfgang Petersen,The Perfect Storm,328700000.0,44350000.0
1509,Wolfgang Petersen,Poseidon,181700000.0,-69150000.0
3595,Dennis Gansel,Mechanic: Resurrection,125700000.0,22850000.0
3328,Graham Annable,The Boxtrolls,109300000.0,-5350000.0
8,Mary Harron,American Psycho,34300000.0,10150000.0
730,Paul Feig,I Am David,292376.0,-6853812.0
1571,Paul Feig,Unaccompanied Minors,21900000.0,-15050000.0
2534,Paul Feig,Bridesmaids,288400000.0,111700000.0
3046,Paul Feig,The Heat,229900000.0,71950000.0
3453,Paul Feig,Spy,235700000.0,52850000.0
3577,Paul Feig,Ghostbusters,229100000.0,-29450000.0
2824,Mark Tonderai,House at the End of the Street,44103982.0,15151991.0
1978,Peter MacDonald,Rambo III,189000000.0,36500000.0
1777,Russell Mulcahy,Resident Evil: Extinction,147700000.0,28850000.0
1778,Russell Mulcahy,Resident Evil: Extinction,147700000.0,28850000.0
2008,Kimberly Peirce,Stop-Loss,11207130.0,-19396435.0
2982,Kimberly Peirce,Carrie,85000000.0,12500000.0
1305,Melville Shavelson,"Yours, Mine and Ours",25912624.0,10456312.0
56,Eric Goldberg,Fantasia 2000,90900000.0,-34550000.0
57,Eric Goldberg,Fantasia 2000,90900000.0,-34550000.0
75,Steve Rash,Held Up,4705631.0,-5647184.5
2779,Steve Rash,Crooked Arrows,1832541.0,-12083729.5
3435,Leo Gabriadze,Unfriended,64100000.0,31050000.0
1422,David Ayer,Harsh Times,5967038.0,983519.0
2011,David Ayer,Street Kings,65600000.0,12800000.0
2795,David Ayer,End of Watch,57600000.0,21800000.0
3241,David Ayer,Sabotage,17500000.0,-26250000.0
3344,David Ayer,Fury,211800000.0,37900000.0
3587,David Ayer,Suicide Squad,745600000.0,197800000.0
2621,Tom Hanks,Larry Crowne,72000000.0,6000000.0
2294,Steven Antin,Burlesque,89700000.0,-10150000.0
2411,Ethan Maniquis,Machete,44093316.0,11546658.0
2412,Ethan Maniquis,Machete,44093316.0,11546658.0
750,Alan Parker,The Life of David Gale,38955598.0,-18522201.0
2104,Alan Parker,Fame,21200000.0,2100000.0
448,Don Coscarelli,Bubba Ho-tep,1200000.0,-400000.0
3076,Don Coscarelli,John Dies at the End,141951.0,-929024.5
949,Terry George,Hotel Rwanda,33900000.0,-550000.0
912,Tod Williams,The Door in the Floor,6715067.0,-4142466.5
2427,Tod Williams,Paranormal Activity 2,177500000.0,85750000.0
2428,Tod Williams,Paranormal Activity 2,177500000.0,85750000.0
542,Mark Romanek,One Hour Photo,52200000.0,14100000.0
2420,Mark Romanek,Never Let Me Go,9500000.0,-10250000.0
1197,Jeffrey W Byrd,King's Ransom,4143652.0,-12928174.0
3443,Jarrad Paul,The D Train,771317.0,-2614341.5
1046,Grard Pirs,Taxi,93400000.0,38600000.0
349,Michael Cristofer,Original Sin,36400000.0,-23800000.0
1464,Valerie Faris,Little Miss Sunshine,100500000.0,42250000.0
1204,Fred M Wilcox,Lassie Come Home,4517000.0,1592500.0
466,Ron Shelton,Dark Blue,12150301.0,-8924849.5
467,Ron Shelton,Dark Blue,12150301.0,-8924849.5
719,Ron Shelton,Hollywood Homicide,51142659.0,-49428670.5
2400,David Nixon Patrick Doughtie codirector,Letters to God,2908893.0,-1545553.5
2401,David Nixon Patrick Doughtie codirector,Letters to God,2908893.0,-1545553.5
3081,Leslie Small,Kevin Hart: Let Me Explain,32300000.0,13650000.0
3618,Leslie Small,Kevin Hart: What Now?,23600000.0,1900000.0
2869,Stephen Chbosky,The Perks of Being a Wallflower,33400000.0,3700000.0
40,Rod Lurie,The Contender,22361811.0,-8819094.5
313,Rod Lurie,The Last Castle,27600000.0,-58200000.0
1780,Rod Lurie,Resurrecting the Champ,3242427.0,-11378786.5
1957,Rod Lurie,Nothing but the Truth,409832.0,-11295084.0
2686,Rod Lurie,Straw Dogs,11200000.0,-19400000.0
323,Gore Verbinski,The Mexican,147800000.0,16900000.0
561,Gore Verbinski,The Ring,249300000.0,76650000.0
562,Gore Verbinski,The Ring,249300000.0,76650000.0
611,Gore Verbinski,The Time Machine,123700000.0,-18150000.0
793,Gore Verbinski,Pirates of the Caribbean: The Curse of the Black Pearl,654300000.0,187150000.0
794,Gore Verbinski,Pirates of the Caribbean: The Curse of the Black Pearl,654300000.0,187150000.0
1295,Gore Verbinski,The Weather Man,19000000.0,-12500000.0
1507,Gore Verbinski,Pirates of the Caribbean: Dead Man's Chest,1066000000.0,308000000.0
1508,Gore Verbinski,Pirates of the Caribbean: Dead Man's Chest,1066000000.0,308000000.0
1765,Gore Verbinski,Pirates of the Caribbean: At World's End,963400000.0,181700000.0
1766,Gore Verbinski,Pirates of the Caribbean: At World's End,963400000.0,181700000.0
2657,Gore Verbinski,Rango,245700000.0,-12150000.0
3094,Gore Verbinski,The Lone Ranger,260500000.0,-94750000.0
3468,Mark Neveldine,The Vatican Tapes,13500000.0,-6250000.0
1536,Gregory Dark,See No Evil,18600000.0,1300000.0
1908,Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay,43500000.0,9750000.0
2707,Jon Hurwitz,Harold & Kumar Escape from Guantanamo Bay,43500000.0,9750000.0
2733,Jon Hurwitz,American Reunion,235000000.0,67500000.0
1,Stephen Herek,101 Dalmatians,320600000.0,85300000.0
365,Stephen Herek,Rock Star,19300000.0,-28350000.0
520,Stephen Herek,Life or Something Like It,16872671.0,-31563664.5
1219,Stephen Herek,Man of the House,21577624.0,-29211188.0
2543,Stephen Herek,The Chaperone,14400.0,-2992800.0
515,Mike Nawrocki,Jonah: A VeggieTales Movie,25600000.0,-1200000.0
1966,Mike Nawrocki,The Pirates Who Don't Do Anything: A VeggieTales Movie,13200000.0,-8400000.0
3054,Eric Heisserer,Hours,783997.0,-3608001.5
670,Anthony Minghella,Cold Mountain,173000000.0,7500000.0
3505,Ross Katz,The Choice,23420878.0,1710439.0
1072,Russell Holt,The Work and the Glory,3347647.0,-5826176.5
310,Michael Cuesta,L.I.E.,1667192.0,133596.0
577,Reginald Hudlin,Serving Sara,20146150.0,-18926925.0
205,Demian Lichtenstein,3000 Miles to Graceland,18700000.0,-52650000.0
246,David Siegel,The Deep End,10031529.0,2015764.5
1095,David Siegel,Bee Season,6856989.0,-10571505.5
98,Nora Ephron,Lucky Numbers,10890222.0,-57554889.0
1096,Nora Ephron,Bewitched,131400000.0,-19300000.0
2163,Nora Ephron,Julie & Julia,129500000.0,24750000.0
1345,Eric Steel,The Bridge,205724.0,77862.0
963,Jeff Nathanson,The Last Shot,464000.0,-7768000.0
689,Bobby Farrelly uncredited,Dumb and Dumber,247000000.0,106500000.0
690,Bobby Farrelly uncredited,Dumb and Dumber,247000000.0,106500000.0
2001,The Wachowski Brothersn 1,Speed Racer,93900000.0,-73050000.0
120,Neil LaBute,Nurse Betty,29400000.0,-20300000.0
550,Neil LaBute,Possession,14815898.0,-17592051.0
1583,Neil LaBute,The Wicker Man,38800000.0,-20600000.0
1929,Neil LaBute,Lakeview Terrace,44653637.0,2326818.5
2318,Neil LaBute,Death at a Funeral,49100000.0,3550000.0
1478,Gil Kenan,Monster House,140200000.0,-4900000.0
1860,Gil Kenan,City of Ember,17900000.0,-46050000.0
3448,Gil Kenan,Poltergeist,95400000.0,12700000.0
204,John Herzfeld,15 Minutes,56300000.0,-13850000.0
1414,Nicholaus Goossen,Grandma's Boy,6600000.0,-1700000.0
2777,Baltasar Kormkur,Contraband,96300000.0,23150000.0
2936,Baltasar Kormkur,2 Guns,131900000.0,4950000.0
3472,Baltasar Kormkur,Everest,203400000.0,46700000.0
2772,Josh Trank,Chronicle,126600000.0,51300000.0
2306,John Wells,The Company Men,4900000.0,-12550000.0
2955,John Wells,August: Osage County,74200000.0,100000.0
32,Robert Zemeckis,Cast Away,429600000.0,124800000.0
189,Robert Zemeckis,What Lies Beneath,291400000.0,45700000.0
1002,Robert Zemeckis,The Polar Express,309800000.0,-10100000.0
1617,Robert Zemeckis,Beowulf,196400000.0,-51800000.0
2079,Robert Zemeckis,A Christmas Carol,325300000.0,-12350000.0
2803,Robert Zemeckis,Flight,161800000.0,49900000.0
3615,Nate Parker,The Birth of a Nation,16800000.0,-100000.0
1649,Alfred Hitchcock,Rear Window,36800000.0,17400000.0
74,Diane Keaton,Hanging Up,51880044.0,-14059978.0
610,Rich Christiano,Time Changer,1500711.0,-104644.5
298,John Dahl,Joy Ride,36600000.0,-4700000.0
1153,John Dahl,The Great Raid,10800000.0,-74600000.0
1831,John Dahl,You Kill Me,3748295.0,-2125852.5
1799,Matthew Vaughn,Stardust,135600000.0,-2200000.0
2384,Matthew Vaughn,Kick-Ass,96200000.0,20100000.0
2385,Matthew Vaughn,Kick-Ass,96200000.0,20100000.0
2716,Matthew Vaughn,X-Men: First Class,353600000.0,36800000.0
2717,Matthew Vaughn,X-Men: First Class,353600000.0,36800000.0
2718,Matthew Vaughn,X-Men: First Class,353600000.0,36800000.0
3397,Matthew Vaughn,Kingsman: The Secret Service,414400000.0,113200000.0
3517,Dan Trachtenberg,10 Cloverfield Lane,110200000.0,40100000.0
3584,Paul Greengrass 23 5,Bourne,1636988243.0,328494121.5
1100,Jim Jarmusch,Broken Flowers,46720491.0,13360245.5
1678,Robert Rodriguez Planet Terror Machete,Grindhouse,25400000.0,-40300000.0
1872,Marcel Langenegger,Deception,17741298.0,-16129351.0
1151,Rob Hardy,The Gospel,15778152.0,3889076.0
2729,Scott Waugh,Act of Valor,81272766.0,28636383.0
3231,Scott Waugh,Need for Speed,203300000.0,36650000.0
474,Seth Kearsley,Eight Crazy Nights,23800000.0,-22100000.0
2458,Jim Field Smith,She's Out of My League,49800000.0,4900000.0
2949,George D Escobar,Alone yet Not Alone,887851.0,-6556074.5
1588,Goran Duki,Wristcutters: A Love Story,454026.0,-772987.0
2006,Jon M Chu,Step Up 2: The Streets,150800000.0,57900000.0
2007,Jon M Chu,Step Up 2: The Streets,150800000.0,57900000.0
2468,Jon M Chu,Step Up 3,159300000.0,49650000.0
2469,Jon M Chu,Step Up 3,159300000.0,49650000.0
2616,Jon M Chu,Justin Bieber: Never Say Never,99036827.0,36518413.5
3024,Jon M Chu,G.I. Joe: Retaliation,375700000.0,94250000.0
3079,Jon M Chu,Justin Bieber's Believe,11000000.0,500000.0
3080,Jon M Chu,Justin Bieber: Never Say Never,99036827.0,36518413.5
3563,Jon M Chu,Now You See Me 2,334900000.0,77450000.0
36,McG,Charlie's Angels,264100000.0,42050000.0
37,McG,Charlie's Angels,264100000.0,42050000.0
246,McG,The Deep End,10031529.0,2015764.5
541,McG,Nicholas Nickleby,3700000.0,-8150000.0
630,McG,The Wild Thornberrys Movie,60700000.0,5350000.0
665,McG,Charlie's Angels: Full Throttle,259100000.0,9550000.0
1065,McG,Wicker Park,21568818.0,-19215591.0
1095,McG,Bee Season,6856989.0,-10571505.5
1216,McG,Madagascar,532700000.0,191350000.0
1217,McG,Madagascar,532700000.0,191350000.0
1440,McG,Infamous,2613717.0,-11693141.5
1469,McG,Lucky Number Slevin,56300000.0,1150000.0
1579,McG,We Are Marshall,43500000.0,-43250000.0
1936,McG,Madagascar: Escape 2 Africa,603900000.0,151950000.0
1937,McG,Madagascar: Escape 2 Africa,603900000.0,151950000.0
2220,McG,Push,48900000.0,-13550000.0
2248,McG,Terminator Salvation,371400000.0,-14300000.0
2249,McG,Terminator Salvation,371400000.0,-14300000.0
2414,McG,Megamind,321800000.0,30900000.0
2605,McG,I Don't Know How She Does It,30551495.0,-8724252.5
2846,McG,Madagascar 3: Europe's Most Wanted,746900000.0,228450000.0
2917,McG,This Means War,156500000.0,13250000.0
3222,McG,3 Days to Kill,52600000.0,-1700000.0
3477,McG,Victor Frankenstein,34200000.0,-22900000.0
1956,Mark Levin,Nim's Island,100100000.0,13050000.0
3524,Bryan Buckley,The Bronze,615816.0,-3192092.0
2544,Olivier Megaton,Colombiana,61000000.0,-4500000.0
2909,Olivier Megaton,Taken 2,376100000.0,143050000.0
3373,Olivier Megaton,Taken 3,326400000.0,115200000.0
3194,Peter Winther,The Wicked,2345675.0,-27162.5
763,The Wachowski Brothers,The Matrix Reloaded,742100000.0,244050000.0
764,The Wachowski Brothers,The Matrix Reloaded,742100000.0,244050000.0
765,The Wachowski Brothers,The Matrix,463500000.0,168750000.0
766,The Wachowski Brothers,The Matrix Revolutions,427300000.0,103650000.0
2001,The Wachowski Brothers,Speed Racer,93900000.0,-73050000.0
1299,Geoffrey Sax,White Noise,91100000.0,35550000.0
1300,Geoffrey Sax,White Noise,91100000.0,35550000.0
1556,Geoffrey Sax,Stormbreaker,20700000.0,-29650000.0
2498,Debra Granik,Winter's Bone,16100000.0,6050000.0
56,Don Hahn,Fantasia 2000,90900000.0,-34550000.0
57,Don Hahn,Fantasia 2000,90900000.0,-34550000.0
118,Peter Segal,Nutty Professor II: The Klumps,166300000.0,-850000.0
644,Peter Segal,Anger Management,195700000.0,22850000.0
842,Peter Segal,50 First Dates,196500000.0,23250000.0
1209,Peter Segal,The Longest Yard,190300000.0,13150000.0
1900,Peter Segal,Get Smart,230700000.0,35350000.0
3038,Peter Segal,Grudge Match,44900000.0,-17550000.0
353,The Malloys,Out Cold,14800000.0,-16600000.0
214,James B Rogers,American Pie 2,287500000.0,113750000.0
215,James B Rogers,American Pie 2,287500000.0,113750000.0
858,Adam McKay,Anchorman: The Legend of Ron Burgundy,90600000.0,19300000.0
859,Adam McKay,Anchorman: The Legend of Ron Burgundy,90600000.0,19300000.0
1560,Adam McKay,Talladega Nights: The Ballad of Ricky Bobby,163000000.0,9000000.0
2005,Adam McKay,Step Brothers,128100000.0,-950000.0
2424,Adam McKay,The Other Guys,170400000.0,-14800000.0
2951,Adam McKay,Anchorman 2: The Legend Continues,173600000.0,36800000.0
1895,Nicholas Stoller,Forgetting Sarah Marshall,105200000.0,22600000.0
2350,Nicholas Stoller,Get Him to the Greek,91300000.0,5650000.0
2802,Nicholas Stoller,The Five-Year Engagement,53900000.0,-3050000.0
3263,Nicholas Stoller,Neighbors,270700000.0,117350000.0
3264,Nicholas Stoller,Neighbors,270700000.0,117350000.0
3554,Nicholas Stoller,Neighbors 2: Sorority Rising,108000000.0,19000000.0
3610,Nicholas Stoller,Storks,182400000.0,21200000.0
49,Danny Leiner,"Dude, Where's My Car?",73200000.0,23600000.0
939,Danny Leiner,Harold & Kumar Go to White Castle,23900000.0,2950000.0
940,Danny Leiner,Harold & Kumar Go to White Castle,23900000.0,2950000.0
933,Ryuhei Kitamura,Godzilla: Final Wars,12000000.0,-13500000.0
3113,Ryuhei Kitamura,No One Lives,74918.0,-2862541.0
1961,Justin Chadwick,The Other Boleyn Girl,77700000.0,3850000.0
1618,Josh Gordon,Blades of Glory,145700000.0,11850000.0
2471,Josh Gordon,The Switch,49900000.0,5950000.0
1365,Matthew OCallaghan,Curious George,69800000.0,-15100000.0
1792,David Silverman,The Simpsons Movie,527900000.0,188950000.0
705,Ronny Yu,Freddy vs. Jason,114900000.0,27450000.0
706,Ronny Yu,Freddy vs. Jason,114900000.0,27450000.0
1017,Ronny Yu,Bride of Chucky,50700000.0,350000.0
566,John Lee Hancock,The Rookie,80700000.0,18350000.0
846,John Lee Hancock,The Alamo,225800000.0,5900000.0
2069,John Lee Hancock,The Blind Side,309200000.0,125600000.0
3154,John Lee Hancock,Saving Mr. Banks,117900000.0,23950000.0
3630,John Lee Hancock,The Founder,20700000.0,-14650000.0
148,Paul Demeyer,Rugrats in Paris: The Movie,103300000.0,21650000.0
149,Paul Demeyer,Rugrats in Paris: The Movie,103300000.0,21650000.0
863,Kevin Rodney Sullivan,Barbershop 2: Back in Business,66000000.0,3000000.0
864,Kevin Rodney Sullivan,Barbershop 2: Back in Business,66000000.0,3000000.0
865,Kevin Rodney Sullivan,Barbershop 2: Back in Business,66000000.0,3000000.0
1157,Kevin Rodney Sullivan,Guess Who,101800000.0,15900000.0
511,James Isaac,Jason X,17000000.0,-2500000.0
512,James Isaac,Jason X,17000000.0,-2500000.0
1960,Takashi Miike,One Missed Call,16234612.0,6417306.0
504,Chris Wedge,Ice Age,383300000.0,132650000.0
505,Chris Wedge,Ice Age,383300000.0,132650000.0
1255,Chris Wedge,Robots,260700000.0,55350000.0
3010,Chris Wedge,Epic,268400000.0,41200000.0
607,John Polson,Swimfan,34411240.0,7205620.0
1163,John Polson,Hide and Seek,122700000.0,36350000.0
1272,Charles Russell,The Mask,351600000.0,152800000.0
612,Louis Leterrier,The Transporter,43900000.0,-2050000.0
613,Louis Leterrier,The Transporter,43900000.0,-2050000.0
1285,Louis Leterrier,Transporter 2,85200000.0,10600000.0
1918,Louis Leterrier,The Incredible Hulk,263400000.0,-18300000.0
2302,Louis Leterrier,Clash of the Titans,493200000.0,121600000.0
2303,Louis Leterrier,Clash of the Titans,493200000.0,121600000.0
3114,Louis Leterrier,Now You See Me,351700000.0,100850000.0
3115,Louis Leterrier,Now You See Me,351700000.0,100850000.0
3518,Louis Leterrier,Grimsby,25200000.0,-22400000.0
2024,Pete Travis,Vantage Point,151100000.0,35550000.0
1801,Sylvain White,Stomp the Yard,75511123.0,24755561.5
2406,Sylvain White,The Losers,29400000.0,-10300000.0
911,Rawson Marshall Thurber,DodgeBall: A True Underdog Story,167700000.0,63850000.0
3191,Rawson Marshall Thurber,We're the Millers,270000000.0,98000000.0
3565,Rawson Marshall Thurber,Central Intelligence,217000000.0,58500000.0
2036,Diane English,The Women,50000000.0,9000000.0
3288,Ben Falcone,Tammy,100500000.0,30250000.0
3533,Ben Falcone,The Boss,78800000.0,10400000.0
2769,Brad Parker,Chernobyl Diaries,37200000.0,17600000.0
476,Michael Hoffman,The Emperor's Club,16318449.0,-4340775.5
1396,Richard Loncraine,Firewall,82800000.0,-8600000.0
3209,Stuart Beattie,"I, Frankenstein",71200000.0,-29400000.0
1496,Jill Culton,Open Season,197300000.0,13650000.0
2821,David Palmer,Hit and Run,14500000.0,5250000.0
488,Martin Scorsese,Gangs of New York,193800000.0,-3100000.0
862,Martin Scorsese,The Aviator,213700000.0,-3150000.0
1375,Martin Scorsese,The Departed,289800000.0,54900000.0
2460,Martin Scorsese,Shutter Island,294800000.0,67400000.0
2603,Martin Scorsese,Hugo,185800000.0,-57100000.0
3195,Martin Scorsese,The Wolf of Wall Street,392000000.0,96000000.0
1700,Chris Sivertson,I Know Who Killed Me,9700000.0,-7150000.0
142,Howard Deutch,The Replacements,50100000.0,-24950000.0
1064,Howard Deutch,The Whole Ten Yards,26155781.0,-26922109.5
1952,Howard Deutch,My Best Friend's Girl,41622502.0,811251.0
180,Jonathan Mostow,U-571,127666415.0,1833207.5
818,Jonathan Mostow,Terminator 3: Rise of the Machines,433400000.0,29400000.0
819,Jonathan Mostow,Terminator 3: Rise of the Machines,433400000.0,29400000.0
2242,Jonathan Mostow,Surrogates,122400000.0,-18800000.0
1155,Lexi Alexander,Green Street,3154346.0,1230343.0
1972,Lexi Alexander,Punisher: War Zone,10100000.0,-29950000.0
2910,Pascal Laugier,The Tall Man,5212903.0,-15593548.5
2157,Ricky Gervais,The Invention of Lying,32700000.0,-2150000.0
3176,Evan Goldberg,This Is the End,126000000.0,31000000.0
3368,Evan Goldberg,The Interview,11300000.0,-38350000.0
2524,Daniel Barnz,Beastly,43000000.0,4500000.0
2931,Daniel Barnz,Won't Back Down,5400000.0,-16300000.0
3381,Daniel Barnz,Cake,2900000.0,-5550000.0
166,Woody Allen,Small Time Crooks,29934477.0,-10032761.5
245,Woody Allen,The Curse of the Jade Scorpion,18900000.0,-23550000.0
500,Woody Allen,Hollywood Ending,14839383.0,-8580308.5
645,Woody Allen,Anything Else,13585075.0,-11207462.5
1222,Woody Allen,Match Point,85300000.0,27650000.0
1534,Woody Allen,Scoop,39215642.0,15607821.0
1631,Woody Allen,Cassandra's Dream,22539685.0,-3730157.5
2025,Woody Allen,Vicky Cristina Barcelona,96409300.0,33204650.0
2267,Woody Allen,Whatever Works,35085646.0,2542823.0
2503,Woody Allen,You Will Meet a Tall Dark Stranger,34300000.0,-4850000.0
2633,Woody Allen,Midnight in Paris,151100000.0,58550000.0
2970,Woody Allen,Blue Jasmine,97500000.0,30750000.0
3301,Woody Allen,Magic in the Moonlight,51000000.0,8700000.0
884,Pitof,Catwoman,82100000.0,-58950000.0
611,Simon Wells,The Time Machine,123700000.0,-18150000.0
2630,Simon Wells,Mars Needs Moms,39000000.0,-130500000.0
1908,Hayden Schlossberg,Harold & Kumar Escape from Guantanamo Bay,43500000.0,9750000.0
2707,Hayden Schlossberg,Harold & Kumar Escape from Guantanamo Bay,43500000.0,9750000.0
2733,Hayden Schlossberg,American Reunion,235000000.0,67500000.0
363,Chuck Sheetz,Recess: School's Out,44400000.0,-800000.0
661,Paul Hunter,Bulletproof Monk,37700000.0,-33150000.0
2759,Mark Andrews,Brave,540400000.0,85200000.0
513,Adam Marcus,Jason Goes to Hell: The Final Friday,15900000.0,4950000.0
3199,Adam Wingard,You're Next,26900000.0,12450000.0
3605,Adam Wingard,Blair Witch,45200000.0,17600000.0
1208,Steve Buscemi,Lonesome Jim,174815.0,-412592.5
432,Bob Dolman,Banger Sisters,38000000.0,9000000.0
