,name,title_clean,revenues_clean,gross_profit
3179,Tina Gordon Chism,Peeples,9307065.0,-10346467.5
1241,Frank Nissen,Pooh's Heffalump Movie,52900000.0,6450000.0
121,Joel Coen,"O Brother, Where Art Thou?",71900000.0,9950000.0
320,Joel Coen,The Man Who Wasn't There,18916623.0,-10541688.5
736,Joel Coen,Intolerable Cruelty,120200000.0,100000.0
962,Joel Coen,The Ladykillers,76700000.0,3350000.0
1750,Joel Coen,No Country for Old Men,171600000.0,60800000.0
1853,Joel Coen,Burn After Reading,163700000.0,44850000.0
2226,Joel Coen,A Serious Man,31400000.0,8700000.0
2484,Joel Coen,True Grit,252300000.0,88150000.0
3066,Joel Coen,Inside Llewyn Davis,32900000.0,5450000.0
3503,Joel Coen,"Hail, Caesar!",63600000.0,9800000.0
2671,Brett Ratner uncredited reshoots,Season of the Witch,91600000.0,5800000.0
554,Michael Rymer,Queen of the Damned,45500000.0,-12250000.0
237,Peter Bogdanovich,The Cat's Meow,3646994.0,-5176503.0
1638,Anton Corbijn,Control,8900000.0,-1950000.0
2286,Anton Corbijn,The American,67900000.0,13950000.0
570,Michael Lembeck,The Santa Clause 2,172900000.0,21450000.0
571,Michael Lembeck,The Santa Clause 2,172900000.0,21450000.0
897,Michael Lembeck,Connie and Carla,11300000.0,-21350000.0
1527,Michael Lembeck,The Santa Clause 3: The Escape Clause,110800000.0,43400000.0
2475,Michael Lembeck,Tooth Fairy,112500000.0,8250000.0
69,Dominic Sena,Gone in 60 Seconds,237200000.0,28600000.0
395,Dominic Sena,Swordfish,147000000.0,-28500000.0
2269,Dominic Sena,Whiteout,17840867.0,-26079566.5
2671,Dominic Sena,Season of the Witch,91600000.0,5800000.0
3346,Dan Gilroy,Nightcrawler,50300000.0,16650000.0
1885,Xavier Palud,The Eye,56964642.0,16482321.0
1174,David Duchovny,House of D,388532.0,-5805734.0
3348,Stiles White,Ouija,103600000.0,46800000.0
882,J Mackye Gruber,The Butterfly Effect,96100000.0,35050000.0
1611,Kirsten Sheridan,August Rush,65300000.0,7650000.0
2713,Mark Mylod,What's Your Number?,30400000.0,-4800000.0
101,Jay Roach,Meet the Parents,330400000.0,110200000.0
102,Jay Roach,Meet the Parents,330400000.0,110200000.0
427,Jay Roach,Austin Powers in Goldmember,296700000.0,85350000.0
974,Jay Roach,Meet the Fockers,516000000.0,178000000.0
975,Jay Roach,Meet the Fockers,516000000.0,178000000.0
2326,Jay Roach,Dinner for Schmucks,86400000.0,-25800000.0
2764,Jay Roach,The Campaign,104900000.0,-42550000.0
908,Guy Ferland,Dirty Dancing: Havana Nights,27700000.0,-11150000.0
3109,Will Graham,Movie 43,32400000.0,10200000.0
3284,John Sullivan,America: Imagine the World Without Her,14400000.0,2200000.0
620,Kevin Donovan,The Tuxedo,105000000.0,-7500000.0
3403,David Gelb,The Lazarus Effect,38400000.0,15900000.0
1993,Michael Patrick King,Sex and the City,415200000.0,142600000.0
2456,Michael Patrick King,Sex and the City 2,294600000.0,52300000.0
2457,Michael Patrick King,Sex and the City,415200000.0,142600000.0
287,Jessie Nelson,I Am Sam,97818139.0,26909069.5
359,Garry Marshall,The Princess Diaries,165300000.0,56650000.0
360,Garry Marshall,The Princess Diaries,165300000.0,56650000.0
1005,Garry Marshall,The Princess Diaries 2: Royal Engagement,134700000.0,27350000.0
1008,Garry Marshall,Raising Helen,49718611.0,-25140694.5
1668,Garry Marshall,Georgia Rule,24991167.0,-7504416.5
2487,Garry Marshall,Valentine's Day,216500000.0,56250000.0
2642,Garry Marshall,New Year's Eve,142000000.0,15000000.0
3546,Garry Marshall,Mother's Day,48400000.0,-800000.0
3454,Doug Ellin,Entourage,49300000.0,-14350000.0
918,William Peter Blatty,The Exorcist III,39000000.0,8500000.0
1298,Atom Egoyan,Where the Truth Lies,3477678.0,-23261161.0
3260,Atom Egoyan,Devil's Knot,2000000.0,-14000000.0
3044,Michael Tiddes,A Haunted House,60100000.0,27550000.0
3249,Michael Tiddes,A Haunted House 2,24000000.0,8000000.0
3250,Michael Tiddes,A Haunted House,60100000.0,27550000.0
3501,Michael Tiddes,Fifty Shades of Black,22200000.0,6100000.0
849,Paul W S Anderson,Alien vs. Predator,172500000.0,26250000.0
850,Paul W S Anderson,Alien vs. Predator,172500000.0,26250000.0
1870,Paul W S Anderson,Death Race,75700000.0,-7150000.0
2446,Paul W S Anderson,Resident Evil: Afterlife,300200000.0,90100000.0
2447,Paul W S Anderson,Resident Evil: Afterlife,300200000.0,90100000.0
2699,Paul W S Anderson,The Three Musketeers,132200000.0,-8900000.0
2884,Paul W S Anderson,Resident Evil: Retribution,240200000.0,55100000.0
1236,Terrence Malick,The New World,30500000.0,-14750000.0
2703,Terrence Malick,The Tree of Life,54300000.0,-4850000.0
297,Deborah Kaplan,Josie and the Pussycats,14900000.0,-31550000.0
3544,Liza Johnson,Elvis & Nixon,1400000.0,-3300000.0
358,Louis CK,Pootie Tang,3300000.0,-5350000.0
3575,Jake Szymanski,Mike and Dave Need Wedding Dates,77100000.0,5550000.0
576,Steven Shainberg,Secretary,9300000.0,650000.0
95,Amy Heckerling,Loser,18400000.0,-10800000.0
1699,Amy Heckerling,I Could Never Be Your Woman,9576495.0,-19211752.5
185,Martin Campbell,Vertical Limit,215663859.0,32831929.5
652,Martin Campbell,Beyond Borders,11705002.0,-29147499.0
1206,Martin Campbell,The Legend of Zorro,142400000.0,-3800000.0
1207,Martin Campbell,The Mask of Zorro,250300000.0,30150000.0
1349,Martin Campbell,Casino Royale,599000000.0,149500000.0
1350,Martin Campbell,Casino Royale,599000000.0,149500000.0
2335,Martin Campbell,Edge of Darkness,101000000.0,-29500000.0
2586,Martin Campbell,Green Lantern,219900000.0,-90050000.0
3022,Scott Walker,The Frozen Ground,5617460.0,-16391270.0
2244,Joseph Sargent,The Taking of Pelham One Two Three,18700000.0,4350000.0
1167,Garth Jennings,The Hitchhiker's Guide to the Galaxy,104500000.0,7250000.0
1985,Peter Cattaneo,The Rocker,8800000.0,-10600000.0
1863,Deb Hagan,College,6265483.0,-3867258.5
192,David Raynr,Whatever It Takes,9902115.0,-27048942.5
3455,Leigh Whannell,Insidious: Chapter 3,113000000.0,46500000.0
139,Antony Hoffman,Red Planet,33500000.0,-63250000.0
1098,Rian Johnson,Brick,3900000.0,1500000.0
2075,Rian Johnson,The Brothers Bloom,5500000.0,-17250000.0
2843,Rian Johnson,Looper,176500000.0,58250000.0
5,Des McAnuff,The Adventures of Rocky and Bullwinkle,35100000.0,-58450000.0
452,Ethan Hawke,Chelsea Walls,60902.0,-69549.0
3519,Cyrus Nowrasteh,The Young Messiah,7300000.0,-14850000.0
1956,Jennifer Flackett,Nim's Island,100100000.0,13050000.0
1362,NeveldineTaylor,Crank,42900000.0,9450000.0
1363,NeveldineTaylor,Crank,42900000.0,9450000.0
2089,NeveldineTaylor,Crank: High Voltage,34600000.0,-2700000.0
2120,NeveldineTaylor,Gamer,40800000.0,-29600000.0
2810,NeveldineTaylor,Ghost Rider: Spirit of Vengeance,132600000.0,9300000.0
941,Alfonso Cuarn,Harry Potter and the Prisoner of Azkaban,796700000.0,268350000.0
942,Alfonso Cuarn,Harry Potter and the Prisoner of Azkaban,796700000.0,268350000.0
1354,Alfonso Cuarn,Children of Men,70000000.0,-41000000.0
3032,Alfonso Cuarn,Gravity,723200000.0,261600000.0
1812,Kevin Munroe,TMNT,95600000.0,13800000.0
2565,Kevin Munroe,Dylan Dog: Dead of Night,4634062.0,-17682969.0
3547,Kevin Munroe,Ratchet & Clank,15000000.0,-12500000.0
173,Roger Donaldson,Thirteen Days,66600000.0,-46700000.0
797,Roger Donaldson,The Recruit,101200000.0,4600000.0
1301,Roger Donaldson,The World's Fastest Indian,18297690.0,-15851155.0
282,Scott Hicks,Hearts in Atlantis,30900000.0,-15550000.0
1751,Scott Hicks,No Reservations,92601050.0,18300525.0
2845,Scott Hicks,The Lucky One,99400000.0,24700000.0
1367,Jason Friedberg uncredited,Date Movie,84800000.0,22400000.0
1841,Ed Harris,Appaloosa,27665851.0,-6167074.5
2896,Ben Lewin,The Sessions,9138338.0,3569169.0
404,Mark Brown,Two Can Play That Game,22391450.0,-1804275.0
2031,Joshua Seftel,"War, Inc.",1296184.0,-9351908.0
3252,Wally Pfister,Transcendence,103000000.0,-48500000.0
713,Mathieu Kassovitz,Gothika,141600000.0,30800000.0
1844,Mathieu Kassovitz,Babylon A.D.,72100000.0,-33950000.0
2860,Matthew Diamond,The Oogieloves in the Big Balloon Adventure,1100000.0,-19450000.0
13,Spike Lee,Bamboozled,2463650.0,-8768175.0
123,Spike Lee,The Original Kings of Comedy,38182790.0,6091395.0
415,Spike Lee,25th Hour,23900000.0,6950000.0
1020,Spike Lee,She Hate Me,1522377.0,-7238811.5
1442,Spike Lee,Inside Man,184400000.0,47200000.0
1948,Spike Lee,Miracle at St. Anna,9300000.0,-40350000.0
3118,Spike Lee,Oldboy,4900000.0,-27550000.0
63,Stephen Kay,Get Carter,19412993.0,-53893503.5
3439,Alejandro Monteverde,Little Boy,17700000.0,-11150000.0
1364,Preston A Whitmore II,Crossover,7009668.0,-2295166.0
83,Michael Kalesniko,How To Kill Your Neighbor's Dog,48564.0,16982.0
213,Les Mayfield,American Outlaws,13678913.0,-28160543.5
1218,Les Mayfield,The Man,10300000.0,-14850000.0
1635,Les Mayfield,Code Name: The Cleaner,10337477.0,-14831261.5
688,Troy Miller,Dumb and Dumberer: When Harry Met Lloyd,39300000.0,650000.0
475,Ellory Elkayem,Eight Legged Freaks,45867333.0,-7066333.5
127,Roland Emmerich,The Patriot,215300000.0,-2350000.0
905,Roland Emmerich,The Day After Tomorrow,544300000.0,147150000.0
1834,Roland Emmerich,"10,000 BC",269800000.0,29900000.0
2047,Roland Emmerich,2012,769700000.0,184850000.0
3193,Roland Emmerich,White House Down,206000000.0,-47000000.0
3566,Roland Emmerich,Independence Day: Resurgence,389700000.0,29850000.0
3567,Roland Emmerich,Independence Day,817400000.0,333700000.0
42,Michael Dinner,The Crew,13100000.0,-31450000.0
1551,William Brent Bell,Stay Alive,27100000.0,4550000.0
2790,William Brent Bell,The Devil Inside,101800000.0,49900000.0
3496,William Brent Bell,The Boy,64200000.0,22100000.0
280,Mark Waters,Head over Heels,13127022.0,-7436489.0
704,Mark Waters,Freaky Friday,160800000.0,60400000.0
973,Mark Waters,Mean Girls,129000000.0,47500000.0
1192,Mark Waters,Just Like Heaven,102854431.0,-6572784.5
2002,Mark Waters,The Spiderwick Chronicles,162839667.0,-8580166.5
2637,Mark Waters,Mr. Popper's Penguins,187300000.0,38650000.0
3214,Mark Waters,Vampire Academy,15400000.0,-22300000.0
567,Roger Avary,The Rules of Attraction,11819244.0,1909622.0
509,Jeff Tremaine,Jackass: The Movie,79400000.0,34700000.0
510,Jeff Tremaine,Jackass: The Movie,79400000.0,34700000.0
1444,Jeff Tremaine,Jackass Number Two,84600000.0,30800000.0
1445,Jeff Tremaine,Jackass Number Two,84600000.0,30800000.0
2377,Jeff Tremaine,Jackass 3D,171700000.0,65850000.0
3073,Jeff Tremaine,Jackass Presents: Bad Grandpa,151800000.0,60900000.0
172,Walter Hill,Supernova,14828081.0,-52585959.5
623,Walter Hill,Undisputed,15220548.0,-7389726.0
2976,Walter Hill,Bullet to the Head,21900000.0,-44050000.0
679,Mark Steven Johnson,Daredevil,179200000.0,11600000.0
680,Mark Steven Johnson,Daredevil,179200000.0,11600000.0
1669,Mark Steven Johnson,Ghost Rider,228700000.0,4350000.0
1670,Mark Steven Johnson,Ghost Rider,228700000.0,4350000.0
2496,Mark Steven Johnson,When in Rome,43000000.0,-33500000.0
70,H B Halicki,Gone in 60 Seconds,40000000.0,19850000.0
1975,Paco Plaza,REC,32500000.0,14250000.0
2353,Julio DePietro,The Good Guy,100688.0,-3149656.0
725,Clare Kilner,How to Deal,14308132.0,-8845934.0
1297,Clare Kilner,The Wedding Date,47175038.0,8587519.0
956,Christopher Erskin,Johnson Family Vacation,31500000.0,3750000.0
929,Peter Hewitt,Garfield: The Movie,200800000.0,50400000.0
930,Peter Hewitt,Garfield: The Movie,200800000.0,50400000.0
1592,Peter Hewitt,Zoom,12500000.0,-28750000.0
919,David Mandel,EuroTrip,20796847.0,-14601576.5
410,Adam Shankman,The Wedding Planner,94728529.0,12364264.5
626,Adam Shankman,A Walk to Remember,47494916.0,11947458.0
656,Adam Shankman,Bringing Down the House,164700000.0,49350000.0
1106,Adam Shankman,Cheaper by the Dozen 2,129100000.0,4550000.0
1239,Adam Shankman,The Pacifier,198600000.0,43300000.0
1679,Adam Shankman,Hairspray,202500000.0,26250000.0
1847,Adam Shankman,Bedtime Stories,212900000.0,26450000.0
2887,Adam Shankman,Rock of Ages,59400000.0,-45300000.0
1568,Steve Stockman,Two Weeks,47986.0,-2376007.0
107,Donald Petrie,Miss Congeniality,212800000.0,61400000.0
108,Donald Petrie,Miss Congeniality,212800000.0,61400000.0
726,Donald Petrie,How to Lose a Guy in 10 Days,177400000.0,38700000.0
1062,Donald Petrie,Welcome to Mooseport,14600000.0,-22700000.0
1448,Donald Petrie,Just My Luck,38200000.0,-8900000.0
2188,Donald Petrie,My Life in Ruins,20500000.0,-6750000.0
1861,Matt Reeves,Cloverfield,170800000.0,60400000.0
1862,Matt Reeves,Cloverfield,170800000.0,60400000.0
2398,Matt Reeves,Let Me In,24100000.0,-7950000.0
3290,Matt Reeves,Dawn of the Planet of the Apes,710600000.0,185300000.0
2833,Jane Lipsitz,Katy Perry: Part of Me,32726956.0,3363478.0
2437,Stan Foster,Preacher's Kid,515065.0,-2742467.5
2903,Rupert Sanders,Snow White and the Huntsman,396600000.0,28300000.0
3542,Rupert Sanders,Snow White and the Huntsman,396600000.0,28300000.0
2614,Salim Akil,Jumping the Broom,37710610.0,12255305.0
2905,Salim Akil,Sparkle,24000000.0,-2000000.0
1554,Jessica Bendinger,Stick It,31976848.0,-4011576.0
233,Blair Hayes,Bubble Boy,5000000.0,-10500000.0
2644,Lone Scherfig,One Day,56706628.0,13353314.0
150,Norton Virgien,The Rugrats Movie,140900000.0,46450000.0
798,Norton Virgien,Rugrats Go Wild,55400000.0,2700000.0
364,Penny Marshall,Riding in Cars with Boys,35700000.0,-30150000.0
356,Franklin J Schaffner,Planet of the Apes,33400000.0,10900000.0
1284,Duncan Tucker,Transamerica,15200000.0,6600000.0
1496,Roger Allers,Open Season,197300000.0,13650000.0
309,David Levien,Knockaround Guys,14069721.0,-7965139.5
2463,David Levien,Solitary Man,5024782.0,-12487609.0
2039,Chris Carter,The X-Files: I Want to Believe,68400000.0,4200000.0
1084,JeanFrancois Richet,Assault on Precinct 13,35300000.0,-12350000.0
2111,Will Gluck,Fired Up!,18599102.0,-10700449.0
2331,Will Gluck,Easy A,75000000.0,29500000.0
2574,Will Gluck,Friends with Benefits,149500000.0,39750000.0
3365,Will Gluck,Annie,133800000.0,1900000.0
560,Wilfred Jackson,Peter Pan,87400000.0,39700000.0
3410,Wilfred Jackson,Cinderella,263600000.0,128900000.0
2972,Brian Percival,The Book Thief,76600000.0,19300000.0
446,Michael Moore,Bowling for Columbine,58000000.0,25000000.0
920,Michael Moore,Fahrenheit 9/11,222400000.0,105200000.0
1791,Michael Moore,SiCKO,36000000.0,9000000.0
2077,Michael Moore,Capitalism: A Love Story,17400000.0,-11300000.0
1070,Michael Schultz,Woman Thou Art Loosed,6804016.0,402008.0
1510,Lloyd Kaufman,Poultrygeist: Night of the Chicken Dead,22623.0,-488688.5
200,Bryan Singer,X-Men,296300000.0,73150000.0
201,Bryan Singer,X-Men,296300000.0,73150000.0
837,Bryan Singer,X2,407700000.0,93850000.0
838,Bryan Singer,X2,407700000.0,93850000.0
1557,Bryan Singer,Superman Returns,391100000.0,-8450000.0
2023,Bryan Singer,Valkyrie,200000000.0,25000000.0
3072,Bryan Singer,Jack the Giant Slayer,197700000.0,-86150000.0
3271,Bryan Singer,X-Men: Days of Future Past,747900000.0,173950000.0
3556,Bryan Singer,X-Men: Apocalypse,543900000.0,93950000.0
170,Clint Eastwood,Space Cowboys,128900000.0,4450000.0
443,Clint Eastwood,Blood Work,31794718.0,-34102641.0
775,Clint Eastwood,Mystic River,156800000.0,48400000.0
978,Clint Eastwood,Million Dollar Baby,216800000.0,78400000.0
1397,Clint Eastwood,Flags of Our Fathers,65900000.0,-57050000.0
1398,Clint Eastwood,Flags of Our Fathers,65900000.0,-57050000.0
1399,Clint Eastwood,Flags of Our Fathers,65900000.0,-57050000.0
1461,Clint Eastwood,Letters from Iwo Jima,68700000.0,15350000.0
1855,Clint Eastwood,Changeling,113000000.0,1500000.0
1902,Clint Eastwood,Gran Torino,270000000.0,102000000.0
2155,Clint Eastwood,Invictus,122200000.0,11100000.0
2362,Clint Eastwood,Hereafter,105200000.0,2600000.0
2610,Clint Eastwood,J. Edgar,84600000.0,7300000.0
3282,Clint Eastwood,Jersey Boys,67700000.0,-24750000.0
3600,Clint Eastwood,Sully,238500000.0,59250000.0
717,Chris Rock,Head of State,50000000.0,-10000000.0
1702,Chris Rock,I Think I Love My Wife,13196245.0,-4401877.5
3364,Chris Rock,Top Five,26100000.0,1050000.0
53,Steven Soderbergh,Erin Brockovich,256300000.0,76150000.0
178,Steven Soderbergh,Traffic,207500000.0,55750000.0
343,Steven Soderbergh,Ocean's Eleven,450700000.0,140350000.0
344,Steven Soderbergh,Ocean's Eleven,450700000.0,140350000.0
487,Steven Soderbergh,Full Frontal,3438804.0,-280598.0
583,Steven Soderbergh,Solaris,30000000.0,-32000000.0
994,Steven Soderbergh,Ocean's Twelve,362700000.0,71350000.0
995,Steven Soderbergh,Ocean's Twelve,362700000.0,71350000.0
1410,Steven Soderbergh,The Good German,5914908.0,-29042546.0
1756,Steven Soderbergh,Ocean's Thirteen,311300000.0,70650000.0
1856,Steven Soderbergh,Che,40900000.0,-37550000.0
2124,Steven Soderbergh,The Girlfriend Experience,1007962.0,-1196019.0
2151,Steven Soderbergh,The Informant!,41771168.0,-1114416.0
2547,Steven Soderbergh,Contagion,135500000.0,7750000.0
2817,Steven Soderbergh,Haywire,33400000.0,-6300000.0
2848,Steven Soderbergh,Magic Mike,167200000.0,76600000.0
2960,Steven Soderbergh,Behind the Candelabra,13400000.0,-16300000.0
3158,Steven Soderbergh,Side Effects,66700000.0,3350000.0
362,Stanley Kramer,"It's a Mad, Mad, Mad, Mad World",60000000.0,20600000.0
1158,Stanley Kramer,Guess Who's Coming to Dinner,56700000.0,24350000.0
56,Hendel Butoy,Fantasia 2000,90900000.0,-34550000.0
57,Hendel Butoy,Fantasia 2000,90900000.0,-34550000.0
1805,Greg Mottola,Superbad,169900000.0,64950000.0
2050,Greg Mottola,Adventureland,17200000.0,-1200000.0
2649,Greg Mottola,Paul,98000000.0,8330000.0
3621,Greg Mottola,Keeping Up with the Joneses,29800000.0,-25100000.0
1431,Wil Shriner,Hoot,8224998.0,-10887501.0
2200,Bill Duke,Not Easily Broken,10726909.0,363454.5
2558,Charles Martin Smith,Dolphin Tale,95900000.0,10950000.0
2559,Charles Martin Smith,Dolphin Tale,95900000.0,10950000.0
3319,Charles Martin Smith,Dolphin Tale 2,57800000.0,-7100000.0
137,Philip Kaufman,Quills,18000000.0,-4500000.0
1052,Philip Kaufman,Twisted,41000000.0,-29500000.0
346,Eric Bross,On the Line,4403019.0,-13798490.5
433,Tim Story,Barbershop,77063924.0,26531962.0
434,Tim Story,Barbershop,77063924.0,26531962.0
1045,Tim Story,Taxi,68900000.0,9450000.0
1139,Tim Story,Fantastic Four,330600000.0,65300000.0
1140,Tim Story,Fantastic Four,330600000.0,65300000.0
1658,Tim Story,Fantastic Four: Rise of the Silver Surfer,289000000.0,14500000.0
2914,Tim Story,Think Like a Man,96100000.0,36050000.0
2915,Tim Story,Think Like a Man,96100000.0,36050000.0
3207,Tim Story,Ride Along,154500000.0,52250000.0
3208,Tim Story,Ride Along,154500000.0,52250000.0
3283,Tim Story,Think Like a Man Too,70200000.0,11100000.0
3490,Tim Story,Ride Along 2,124600000.0,22300000.0
3618,Tim Story,Kevin Hart: What Now?,23600000.0,1900000.0
1916,Tony Leondis,Igor,30700000.0,-9650000.0
437,Shawn Levy,Big Fat Liar,53000000.0,11500000.0
666,Shawn Levy,Cheaper by the Dozen,190200000.0,55100000.0
667,Shawn Levy,Cheaper by the Dozen,190200000.0,55100000.0
742,Shawn Levy,Just Married,101500000.0,32750000.0
1486,Shawn Levy,Night at the Museum,574500000.0,177250000.0
1487,Shawn Levy,Night at the Museum,574500000.0,177250000.0
1505,Shawn Levy,The Pink Panther,158900000.0,-550000.0
1506,Shawn Levy,The Pink Panther,158900000.0,-550000.0
2196,Shawn Levy,Night at the Museum: Battle of the Smithsonian,413100000.0,56550000.0
2197,Shawn Levy,Night at the Museum: Battle of the Smithsonian,413100000.0,56550000.0
2315,Shawn Levy,Date Night,152300000.0,21150000.0
2658,Shawn Levy,Real Steel,299300000.0,39650000.0
3069,Shawn Levy,The Internship,93500000.0,-11250000.0
3326,Shawn Levy,This Is Where I Leave You,41300000.0,850000.0
3366,Shawn Levy,Night at the Museum: Secret of the Tomb,363200000.0,54600000.0
2563,Nicolas Winding Refn,Drive,78100000.0,24050000.0
3570,Nicolas Winding Refn,The Neon Demon,3400000.0,-5300000.0
3559,Thea Sharrock,Me Before You,207900000.0,83950000.0
986,Jared Hess,Napoleon Dynamite,46100000.0,22650000.0
1482,Jared Hess,Nacho Libre,99300000.0,14650000.0
2121,Jared Hess,Gentlemen Broncos,118192.0,-9940904.0
3613,Jared Hess,Masterminds,29200000.0,-10400000.0
2623,Drake Doremus,Like Crazy,3700000.0,1600000.0
999,Mel Gibson,The Passion of the Christ,612000000.0,276000000.0
1317,Mel Gibson,Apocalypto,120700000.0,20350000.0
2865,Chris Butler,ParaNorman,107100000.0,-6450000.0
2270,Drew Barrymore,Whip It,16600000.0,-6700000.0
2310,Shana Feste,Country Strong,20529194.0,-4735403.0
2354,Shana Feste,The Greatest,335976.0,-5832012.0
3218,Shana Feste,Endless Love,34700000.0,-2650000.0
2000,Kirk DeMicco,Space Chimps,64800000.0,-4600000.0
2993,Kirk DeMicco,The Croods,587200000.0,158600000.0
58,Samuel Armstrong,Fantasia,76400000.0,35920000.0
1327,Samuel Armstrong,Bambi,267400000.0,132842000.0
3324,Wes Ball,The Maze Runner,348300000.0,140150000.0
3,DJ Pooh,3 Strikes,9800000.0,1500000.0
409,DJ Pooh,The Wash,10229331.0,-1885334.5
2512,Keith Scholey,African Cats,30900000.0,10450000.0
3487,Jason Zada,The Forest,37600000.0,8800000.0
413,Ben Stiller,Zoolander,60800000.0,2400000.0
414,Ben Stiller,Zoolander,60800000.0,2400000.0
2018,Ben Stiller,Tropic Thunder,188100000.0,2050000.0
3156,Ben Stiller,The Secret Life of Walter Mitty,188500000.0,4250000.0
3507,Ben Stiller,Zoolander No. 2,56000000.0,-22000000.0
2934,Rich Moore,Wreck-It Ralph,471200000.0,70600000.0
3514,Rich Moore,Zootopia,1024000000.0,362000000.0
412,Sam Weisman,What's the Worst That Could Happen?,38464131.0,-40767934.5
683,Sam Weisman,Dickie Roberts: Former Child Star,23800000.0,-5100000.0
308,Brian Helgeland,A Knight's Tale,117500000.0,-6250000.0
784,Brian Helgeland,The Order,11560806.0,-29219597.0
2941,Brian Helgeland,42,97500000.0,8750000.0
438,Barry Sonnenfeld,Big Trouble,8500000.0,-35750000.0
527,Barry Sonnenfeld,Men in Black II,441800000.0,80900000.0
528,Barry Sonnenfeld,Men in Black II,441800000.0,80900000.0
529,Barry Sonnenfeld,Men in Black,589400000.0,204700000.0
1092,Barry Sonnenfeld,Get Shorty,115000000.0,27500000.0
1526,Barry Sonnenfeld,RV,87500000.0,-6250000.0
2854,Barry Sonnenfeld,Men in Black 3,624000000.0,97000000.0
3588,Barry Sonnenfeld,Nine Lives,44200000.0,-7900000.0
147,Andrzej Bartkowiak,Romeo Must Die,91000000.0,20500000.0
259,Andrzej Bartkowiak,Exit Wounds,79958599.0,6979299.5
675,Andrzej Bartkowiak,Cradle 2 the Grave,56489558.0,3244779.0
1128,Andrzej Bartkowiak,Doom,56000000.0,-32000000.0
2240,Andrzej Bartkowiak,Street Fighter: The Legend of Chun-Li,12800000.0,-43600000.0
1938,Paul Weiland,Made of Honor,106000000.0,13000000.0
35,Nicholas Hytner,Center Stage,26385941.0,-4807029.5
457,Andrew Davis,Collateral Damage,78300000.0,-45850000.0
718,Andrew Davis,Holes,71400000.0,15700000.0
1417,Andrew Davis,The Guardian,94973540.0,-22513230.0
1927,Mark Osborne,Kung Fu Panda,631700000.0,185850000.0
1928,Mark Osborne,Kung Fu Panda,631700000.0,185850000.0
767,Lucky McKee,May,150277.0,-424861.5
768,Lucky McKee,May,150277.0,-424861.5
281,David Mirkin,Heartbreakers,57756408.0,-6121796.0
1042,Mike Mitchell,Surviving Christmas,15100000.0,-37450000.0
1121,Mike Mitchell,Deuce Bigalow: Male Gigolo,92900000.0,29450000.0
1270,Mike Mitchell,Sky High,86400000.0,8200000.0
2459,Mike Mitchell,Shrek Forever After,752600000.0,241300000.0
2513,Mike Mitchell,Alvin and the Chipmunks: Chipwrecked,342700000.0,91350000.0
465,Peter Care,The Dangerous Lives of Altar Boys,2036599.0,-10981700.5
1488,Patrick Stettner,The Night Listener,10639686.0,2319843.0
106,Wim Wenders,The Million Dollar Hotel,59989.0,-7970005.5
335,Peter Hyams,The Musketeer,34585771.0,-22707114.5
1273,Peter Hyams,A Sound of Thunder,11700000.0,-74150000.0
2067,Peter Hyams,Beyond a Reasonable Doubt,3992844.0,-23003578.0
2880,John Milius,Red Dawn,38376497.0,2188248.5
54,Barry Levinson,An Everlasting Piece,75228.0,-13962386.0
914,Barry Levinson,Envy,14581765.0,-32709117.5
1471,Barry Levinson,Man of the Year,41200000.0,600000.0
2034,Barry Levinson,What Just Happened,6710888.0,-21644556.0
758,Richard Benjamin,Marci X,1700000.0,-19150000.0
1074,Judd Apatow,The 40-Year-Old Virgin,177400000.0,62700000.0
1717,Judd Apatow,Knocked Up,219100000.0,79550000.0
2116,Judd Apatow,Funny People,71600000.0,-39200000.0
2916,Judd Apatow,This Is 40,88100000.0,9050000.0
3466,Judd Apatow,Trainwreck,140800000.0,35400000.0
160,E Elias Merhige,Shadow of the Vampire,11200000.0,-2400000.0
1043,E Elias Merhige,Suspect Zero,11416075.0,-21291962.5
252,Buck Henry,Heaven Can Wait,81600000.0,25800000.0
145,Bibo Bergeron,The Road to El Dorado,76400000.0,-56800000.0
1019,Bibo Bergeron,Shark Tale,367300000.0,108650000.0
1610,Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford,15000000.0,-22500000.0
2203,Jody Hill,Observe and Report,26973554.0,-4513223.0
1327,Supervising director,Bambi,267400000.0,132842000.0
453,Rob Marshall,Chicago,306800000.0,108400000.0
1224,Rob Marshall,Memoirs of a Geisha,162200000.0,-3900000.0
2198,Rob Marshall,Nine,53900000.0,-53050000.0
2652,Rob Marshall,Pirates of the Caribbean: On Stranger Tides,1045000000.0,144000000.0
3369,Rob Marshall,Into the Woods,213100000.0,56550000.0
3064,Don Scardino,The Incredible Burt Wonderstone,27400000.0,-20300000.0
947,Michael Mayer,A Home at the End of the World,1548955.0,-5725522.5
1400,Michael Mayer,Flicka,21893591.0,-4053204.5
1857,Clark Gregg,Choke,3982459.0,-1408770.5
1179,Tim Fywell,Ice Princess,27600000.0,-11200000.0
736,Ethan Coen uncredited,Intolerable Cruelty,120200000.0,100000.0
2598,Vera Farmiga,Higher Ground,844330.0,-1377835.0
1913,Steve Martino,Horton Hears a Who!,297100000.0,63550000.0
2827,Steve Martino,Ice Age: Continental Drift,877000000.0,343500000.0
3475,Steve Martino,The Peanuts Movie,246200000.0,24100000.0
