,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
171,The Specials,0.0,13276.0,-993362.0,-0.993362,1000000.0,2000-09-22,38.0,82,lda_topic_497,https://en.wikipedia.org/wiki/The_Specials_(film),50
172,Supernova,0.0,14828081.0,-52585959.5,-0.876432658333,60000000.0,2000-01-14,2.0,90,lda_topic_77,https://en.wikipedia.org/wiki/Supernova_(2000_film),55
173,Thirteen Days,0.0,66600000.0,-46700000.0,-0.58375,80000000.0,2000-12-25,52.0,145.0,lda_topic_497,https://en.wikipedia.org/wiki/Thirteen_Days_(film),50
174,Thomas and the Magic Railroad,,19700000.0,,,,2000-07-26,30.0,85,lda_topic_330,https://en.wikipedia.org/wiki/Thomas_%26_the_Magic_Railroad,22
175,Tigerland,0.0,148701.0,-9925649.5,-0.99256495,10000000.0,2000-10-06,40.0,101.0,lda_topic_109,https://en.wikipedia.org/wiki/Tigerland,2
176,The Tigger Movie,1.0,96200000.0,33100000.0,2.20666666667,15000000.0,2000-02-11,6.0,771,lda_topic_81,https://en.wikipedia.org/wiki/The_Tigger_Movie,56
177,Titan A.E.,0.0,36800000.0,-56600000.0,-0.754666666667,75000000.0,2000-06-16,24.0,94,lda_topic_77,https://en.wikipedia.org/wiki/Titan_A.E.,55
178,Traffic,1.0,207500000.0,55750000.0,1.16145833333,48000000.0,2001-01-05,1.0,147,lda_topic_68,https://en.wikipedia.org/wiki/Traffic_(2000_film),53
179,Turn It Up,0.0,1247949.0,-12376025.5,-0.952001961538,13000000.0,2000-09-06,36.0,86,lda_topic_497,https://en.wikipedia.org/wiki/Turn_It_Up_(film),50
180,U-571,1.0,127666415.0,1833207.5,0.0295678629032,62000000.0,2000-04-21,16.0,116,lda_topic_77,https://en.wikipedia.org/wiki/U-571_(film),55
181,Unbreakable,1.0,248100000.0,49050000.0,0.654,75000000.0,2000-11-22,47.0,106.0,lda_topic_330,https://en.wikipedia.org/wiki/Unbreakable_(film),22
182,Under Suspicion,0.0,260562.0,-24869719.0,-0.99478876,25000000.0,2000-09-22,38.0,110,lda_topic_77,https://en.wikipedia.org/wiki/Under_Suspicion_(2000_film),55
183,Urban Legends: Final Cut,1.0,38600000.0,5300000.0,0.378571428571,14000000.0,2000-09-22,38.0,98,lda_topic_68,https://en.wikipedia.org/wiki/Urban_Legends:_Final_Cut,53
184,Urban Legend,1.0,72500000.0,22250000.0,1.58928571429,14000000.0,1998-09-25,39.0,100,lda_topic_68,https://en.wikipedia.org/wiki/Urban_Legend_(film),53
185,Vertical Limit,1.0,215663859.0,32831929.5,0.43775906,75000000.0,2000-12-08,49.0,124,lda_topic_109,https://en.wikipedia.org/wiki/Vertical_Limit,2
186,Waking the Dead,0.0,327418.0,-8336291.0,-0.980740117647,8500000.0,2000-03-24,12.0,105,lda_topic_497,https://en.wikipedia.org/wiki/Waking_the_Dead_(film),50
187,The Watcher,0.0,47267829.0,-6366085.5,-0.21220285,30000000.0,2000-09-08,36.0,97,lda_topic_497,https://en.wikipedia.org/wiki/The_Watcher_(film),50
188,The Way of the Gun,0.0,13069740.0,-1965130.0,-0.231191764706,8500000.0,2000-09-08,36.0,119,lda_topic_68,https://en.wikipedia.org/wiki/The_Way_of_the_Gun,53
189,What Lies Beneath,1.0,291400000.0,45700000.0,0.457,100000000.0,2000-07-21,29.0,130,lda_topic_68,https://en.wikipedia.org/wiki/What_Lies_Beneath,53
190,What Planet Are You From?,0.0,14100000.0,-52950000.0,-0.8825,60000000.0,2000-03-03,9.0,105,lda_topic_68,https://en.wikipedia.org/wiki/What_Planet_Are_You_From%3F,53
191,What Women Want,1.0,374111707.0,117055853.5,1.67222647857,70000000.0,2000-12-15,50.0,127,lda_topic_68,https://en.wikipedia.org/wiki/What_Women_Want,53
192,Whatever It Takes,0.0,9902115.0,-27048942.5,-0.845279453125,32000000.0,2000-03-31,13.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Whatever_It_Takes_(2000_film),50
193,Where The Heart Is,1.0,40863718.0,5431859.0,0.362123933333,15000000.0,,,120,lda_topic_497,https://en.wikipedia.org/wiki/Where_the_Heart_Is_(2000_film),50
194,Where the Money Is,0.0,7243669.0,-24378165.5,-0.870648767857,28000000.0,2000-04-14,15.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Where_the_Money_Is,50
195,Whipped,0.0,4800000.0,-600000.0,-0.2,3000000.0,2000-09-01,35.0,82,lda_topic_497,https://en.wikipedia.org/wiki/Whipped_(film),50
196,The Whole Nine Yards,1.0,106371651.0,11885825.5,0.287792384988,41300000.0,2000-02-18,7.0,98,lda_topic_68,https://en.wikipedia.org/wiki/The_Whole_Nine_Yards_(film),53
198,Woman on Top,0.0,10200000.0,-2900000.0,-0.3625,8000000.0,2000-09-22,38.0,911,lda_topic_68,https://en.wikipedia.org/wiki/Woman_on_Top,53
199,Wonder Boys,0.0,33400000.0,-38300000.0,-0.696363636364,55000000.0,2000-11-08,45.0,111.0,lda_topic_497,https://en.wikipedia.org/wiki/Wonder_Boys_(film),50
200,X-Men,1.0,296300000.0,73150000.0,0.975333333333,75000000.0,2000-07-14,28.0,104.0,lda_topic_497,https://en.wikipedia.org/wiki/X-Men_(film),50
202,The Yards,0.0,889352.0,-23555324.0,-0.981471833333,24000000.0,2000-10-12,41.0,115,lda_topic_330,https://en.wikipedia.org/wiki/The_Yards,22
203,You Can Count On Me,1.0,11000000.0,4300000.0,3.58333333333,1200000.0,2000-11-10,45.0,111,lda_topic_497,https://en.wikipedia.org/wiki/You_Can_Count_on_Me,50
204,15 Minutes,0.0,56300000.0,-13850000.0,-0.329761904762,42000000.0,2001-03-09,10.0,120,lda_topic_68,https://en.wikipedia.org/wiki/15_Minutes,53
205,3000 Miles to Graceland,0.0,18700000.0,-52650000.0,-0.849193548387,62000000.0,2001-02-23,8.0,125,lda_topic_68,https://en.wikipedia.org/wiki/3000_Miles_to_Graceland,53
206,A.I. Artificial Intelligence,1.0,235900000.0,17950000.0,0.1795,100000000.0,2001-06-29,26.0,146.0,lda_topic_77,https://en.wikipedia.org/wiki/A.I._Artificial_Intelligence,55
207,The Affair of the Necklace,0.0,471210.0,-29764395.0,-0.9921465,30000000.0,2001-12-07,49.0,118,lda_topic_277,https://en.wikipedia.org/wiki/The_Affair_of_the_Necklace,15
208,Ali,0.0,87700000.0,-63150000.0,-0.590186915888,107000000.0,2001-12-25,52.0,157,lda_topic_345,https://en.wikipedia.org/wiki/Ali_(film),25
209,All Over the Guy,,1051948.0,,,,2001-08-10,32.0,95,lda_topic_68,https://en.wikipedia.org/wiki/All_Over_the_Guy,53
210,Along Came a Spider,0.0,105200000.0,-7400000.0,-0.123333333333,60000000.0,2001-04-06,14.0,103,lda_topic_497,https://en.wikipedia.org/wiki/Along_Came_a_Spider_(film),50
211,The Amati Girls,0.0,49136.0,-975432.0,-0.975432,1000000.0,2001-01-19,3.0,911,lda_topic_497,https://en.wikipedia.org/wiki/The_Amati_Girls,50
212,America's Sweethearts,1.0,138200000.0,4700000.0,0.0729813664596,64400000.0,2001-07-20,29.0,103.0,lda_topic_455,https://en.wikipedia.org/wiki/America%27s_Sweethearts,43
213,American Outlaws,0.0,13678913.0,-28160543.5,-0.804586957143,35000000.0,2001-08-17,33.0,94,lda_topic_68,https://en.wikipedia.org/wiki/American_Outlaws,53
214,American Pie 2,1.0,287500000.0,113750000.0,3.79166666667,30000000.0,2001-08-10,32.0,110,lda_topic_497,https://en.wikipedia.org/wiki/American_Pie_2,50
216,American Pie,1.0,235483004.0,106741502.0,9.70377290909,11000000.0,1999-07-09,27.0,95,lda_topic_497,https://en.wikipedia.org/wiki/American_Pie_(film),50
217,An American Rhapsody,,850255.0,,,,2002-02-28,9.0,106,lda_topic_68,https://en.wikipedia.org/wiki/An_American_Rhapsody,53
218,Angel Eyes,0.0,29715606.0,-38142197.0,-0.71966409434,53000000.0,2001-05-18,20.0,102,lda_topic_497,https://en.wikipedia.org/wiki/Angel_Eyes_(film),50
219,The Animal,0.0,84700000.0,-4650000.0,-0.0989361702128,47000000.0,2001-06-01,22.0,83,lda_topic_345,https://en.wikipedia.org/wiki/The_Animal,25
220,The Anniversary Party,,4931888.0,,,,2001-06-08,23.0,115.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Anniversary_Party,53
221,Antitrust,,18195610.0,,,,2001-01-12,2.0,109.0,lda_topic_497,https://en.wikipedia.org/wiki/Antitrust_(film),50
222,Atlantis: The Lost Empire,1.0,186100000.0,3050000.0,0.0338888888889,90000000.0,2001-06-15,24.0,96,lda_topic_77,https://en.wikipedia.org/wiki/Atlantis:_The_Lost_Empire,55
223,Baby Boy,0.0,29381649.0,-1309175.5,-0.08182346875,16000000.0,2001-06-29,26.0,131.0,lda_topic_497,https://en.wikipedia.org/wiki/Baby_Boy_(film),50
224,A Beautiful Mind,1.0,313000000.0,98500000.0,1.69827586207,58000000.0,2001-12-21,51.0,135,lda_topic_497,https://en.wikipedia.org/wiki/A_Beautiful_Mind_(film),50
225,Behind Enemy Lines,1.0,92000000.0,6000000.0,0.15,40000000.0,2001-11-30,48.0,106,lda_topic_497,https://en.wikipedia.org/wiki/Behind_Enemy_Lines_(2001_film),50
226,The Believer,0.0,1300000.0,-850000.0,-0.566666666667,1500000.0,2002-05-17,20.0,981,lda_topic_497,https://en.wikipedia.org/wiki/The_Believer_(film),50
227,Big Bad Love,,104294.0,,,,,,111,lda_topic_497,https://en.wikipedia.org/wiki/Big_Bad_Love,50
228,Black Hawk Down,0.0,173000000.0,-5500000.0,-0.0597826086957,92000000.0,2002-01-18,3.0,144,lda_topic_77,https://en.wikipedia.org/wiki/Black_Hawk_Down_(film),55
229,Black Knight,0.0,40000000.0,-30000000.0,-0.6,50000000.0,2001-11-21,47.0,95,lda_topic_68,https://en.wikipedia.org/wiki/Black_Knight_(film),53
230,Blow,0.0,83300000.0,-11350000.0,-0.214150943396,53000000.0,2001-04-06,14.0,124.0,lda_topic_68,https://en.wikipedia.org/wiki/Blow_(film),53
231,Bones,0.0,8378853.0,-11810573.5,-0.73816084375,16000000.0,2001-10-26,43.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Bones_(2001_film),53
232,The Brothers,1.0,27958191.0,7979095.5,1.32984925,6000000.0,2001-03-23,12.0,106,lda_topic_68,https://en.wikipedia.org/wiki/The_Brothers_(2001_film),53
233,Bubble Boy,0.0,5000000.0,-10500000.0,-0.807692307692,13000000.0,2001-08-24,34.0,831,lda_topic_68,https://en.wikipedia.org/wiki/Bubble_Boy_(film),53
234,Buffalo Soldiers,0.0,2300684.0,-13849658.0,-0.923310533333,15000000.0,,,981,lda_topic_68,https://en.wikipedia.org/wiki/Buffalo_Soldiers_(2001_film),53
235,Bully,,704808.0,,,,2001-11-14,46.0,113.0,lda_topic_497,https://en.wikipedia.org/wiki/Bully_(2001_film),50
236,Captain Corelli's Mandolin,0.0,62112895.0,-25943552.5,-0.45515004386,57000000.0,2001-08-17,33.0,129.0,lda_topic_68,https://en.wikipedia.org/wiki/Captain_Corelli%27s_Mandolin_(film),53
237,The Cat's Meow,0.0,3646994.0,-5176503.0,-0.739500428571,7000000.0,2004-06-04,23.0,112.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Cat%27s_Meow,50
238,Cats and Dogs,1.0,200700000.0,40350000.0,0.6725,60000000.0,2001-07-04,27.0,87,lda_topic_345,https://en.wikipedia.org/wiki/Cats_%26_Dogs,25
240,The Caveman's Valentine,0.0,687194.0,-13156403.0,-0.97454837037,13500000.0,2001-03-02,9.0,105,lda_topic_497,https://en.wikipedia.org/wiki/The_Caveman%27s_Valentine,50
241,Corky Romano,1.0,23900000.0,950000.0,0.0863636363636,11000000.0,2001-10-12,41.0,86,lda_topic_68,https://en.wikipedia.org/wiki/Corky_Romano,53
242,Crazy/Beautiful,0.0,19900000.0,-3050000.0,-0.234615384615,13000000.0,2001-06-29,26.0,991,lda_topic_68,https://en.wikipedia.org/wiki/Crazy/Beautiful,53
243,Crocodile Dundee in Los Angeles,0.0,39400000.0,-1450000.0,-0.0685579196217,21150000.0,,,88,lda_topic_497,https://en.wikipedia.org/wiki/Crocodile_Dundee_in_Los_Angeles,50
244,Crocodile Dundee II,1.0,239600000.0,105800000.0,7.55714285714,14000000.0,1988-06-23,25.0,112,lda_topic_497,https://en.wikipedia.org/wiki/%22Crocodile%22_Dundee_II,50
245,The Curse of the Jade Scorpion,0.0,18900000.0,-23550000.0,-0.713636363636,33000000.0,2001-08-24,34.0,103,lda_topic_497,https://en.wikipedia.org/wiki/The_Curse_of_the_Jade_Scorpion,50
246,The Deep End,1.0,10031529.0,2015764.5,0.6719215,3000000.0,2001-12-14,50.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Deep_End_(film),50
247,Domestic Disturbance,0.0,54249294.0,-47875353.0,-0.63833804,75000000.0,2001-11-02,44.0,89,lda_topic_330,https://en.wikipedia.org/wiki/Domestic_Disturbance,22
248,Don't Say a Word,,100000000.0,0.0,0.0,50000000.0,,,113,lda_topic_68,https://en.wikipedia.org/wiki/Don%27t_Say_a_Word,53
249,Donnie Darko,0.0,7300000.0,-850000.0,-0.188888888889,4500000.0,2001-10-26,43.0,1131.0,lda_topic_109,https://en.wikipedia.org/wiki/Donnie_Darko,2
250,Double Take,0.0,31600000.0,-8200000.0,-0.341666666667,24000000.0,2001-01-12,2.0,91,lda_topic_497,https://en.wikipedia.org/wiki/Double_Take_(2001_film),50
251,Down to Earth,0.0,71200000.0,-13400000.0,-0.273469387755,49000000.0,2001-02-16,7.0,871,lda_topic_68,https://en.wikipedia.org/wiki/Down_to_Earth_(2001_film),53
252,Heaven Can Wait,1.0,81600000.0,25800000.0,1.72,15000000.0,1978-06-28,26.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film),50
253,Dr. Dolittle 2,1.0,176100000.0,18050000.0,0.257857142857,70000000.0,2001-06-22,25.0,87,lda_topic_330,https://en.wikipedia.org/wiki/Dr._Dolittle_2,22
254,Dr. Dolittle,1.0,294400000.0,76700000.0,1.08794326241,70500000.0,1998-06-26,26.0,851,lda_topic_497,https://en.wikipedia.org/wiki/Dr._Dolittle_(film),50
255,Driven,0.0,54700000.0,-66650000.0,-0.709042553191,94000000.0,2001-04-27,17.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/Driven_(2001_film),53
256,"Elvira, Mistress of the Dark",0.0,5596267.0,-4701866.5,-0.626915533333,7500000.0,1988-09-30,39.0,96,lda_topic_68,"https://en.wikipedia.org/wiki/Elvira,_Mistress_of_the_Dark",53
257,Enemy at the Gates,0.0,97000000.0,-19500000.0,-0.286764705882,68000000.0,2001-03-16,11.0,131,lda_topic_497,https://en.wikipedia.org/wiki/Enemy_at_the_Gates,50
258,Evolution,0.0,98400000.0,-30800000.0,-0.385,80000000.0,2001-06-08,23.0,101,lda_topic_77,https://en.wikipedia.org/wiki/Evolution_(2001_film),55
259,Exit Wounds,1.0,79958599.0,6979299.5,0.211493924242,33000000.0,2001-03-16,11.0,102,lda_topic_68,https://en.wikipedia.org/wiki/Exit_Wounds,53
260,The Fast and the Furious,1.0,207300000.0,65650000.0,1.72763157895,38000000.0,2001-06-22,25.0,106.0,lda_topic_448,https://en.wikipedia.org/wiki/The_Fast_and_the_Furious_(2001_film),42
262,Final Fantasy: The Spirits Within,0.0,85100000.0,-94450000.0,-0.689416058394,137000000.0,2001-07-11,28.0,106.0,lda_topic_77,https://en.wikipedia.org/wiki/Final_Fantasy:_The_Spirits_Within,55
263,The Forsaken,0.0,8704851.0,-10647574.5,-0.7098383,15000000.0,2001-04-27,17.0,90,lda_topic_497,https://en.wikipedia.org/wiki/The_Forsaken_(film),50
264,Frailty,0.0,17400000.0,-2300000.0,-0.209090909091,11000000.0,,,991,lda_topic_68,https://en.wikipedia.org/wiki/Frailty_(film),53
265,Freddy Got Fingered,0.0,14300000.0,-6850000.0,-0.489285714286,14000000.0,2001-04-20,16.0,871,lda_topic_68,https://en.wikipedia.org/wiki/Freddy_Got_Fingered,53
266,From Hell,1.0,75000000.0,2500000.0,0.0714285714286,35000000.0,2001-10-19,42.0,122,lda_topic_68,https://en.wikipedia.org/wiki/From_Hell_(film),53
267,Get Over It,0.0,19900000.0,-12050000.0,-0.547727272727,22000000.0,2001-03-09,10.0,87,lda_topic_497,https://en.wikipedia.org/wiki/Get_Over_It_(film),50
268,Ghost World,0.0,8700000.0,-2650000.0,-0.378571428571,7000000.0,2001-09-21,38.0,112.0,lda_topic_497,https://en.wikipedia.org/wiki/Ghost_World_(film),50
269,Ghosts of Mars,0.0,14000000.0,-21000000.0,-0.75,28000000.0,2001-08-24,34.0,98,lda_topic_497,https://en.wikipedia.org/wiki/Ghosts_of_Mars,50
270,The Glass House,0.0,23000000.0,-18500000.0,-0.616666666667,30000000.0,2001-09-14,37.0,103,lda_topic_77,https://en.wikipedia.org/wiki/The_Glass_House_(2001_film),55
271,Glitter,0.0,5300000.0,-19350000.0,-0.879545454545,22000000.0,2001-09-21,38.0,104.0,lda_topic_68,https://en.wikipedia.org/wiki/Glitter_(film),53
272,Gosford Park,1.0,87800000.0,24100000.0,1.21717171717,19800000.0,2002-02-01,5.0,137,lda_topic_497,https://en.wikipedia.org/wiki/Gosford_Park,50
273,The Grey Zone,,517872.0,,,,2002-10-18,42.0,108,lda_topic_497,https://en.wikipedia.org/wiki/The_Grey_Zone,50
274,Hannibal,1.0,351600000.0,88800000.0,1.02068965517,87000000.0,2001-02-09,6.0,132.0,lda_topic_497,https://en.wikipedia.org/wiki/Hannibal_(film),50
275,The Silence of the Lambs,1.0,272700000.0,117350000.0,6.17631578947,19000000.0,1991-02-14,7.0,118.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film),53
277,Hardball,1.0,44100000.0,1050000.0,0.05,21000000.0,,,106,lda_topic_109,https://en.wikipedia.org/wiki/Hardball_(film),2
278,Harry Potter and the Philosopher's Stone,1.0,974800000.0,362400000.0,2.8992,125000000.0,2001-11-16,46.0,152.0,lda_topic_378,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film),29
279,Harvard Man,0.0,56653.0,-5471673.5,-0.994849727273,5500000.0,2002-04-12,15.0,941,lda_topic_497,https://en.wikipedia.org/wiki/Harvard_Man,50
280,Head over Heels,0.0,13127022.0,-7436489.0,-0.531177785714,14000000.0,2001-02-02,5.0,86,lda_topic_497,https://en.wikipedia.org/wiki/Head_Over_Heels_(2001_film),50
281,Heartbreakers,0.0,57756408.0,-6121796.0,-0.174908457143,35000000.0,2001-03-23,12.0,122,lda_topic_497,https://en.wikipedia.org/wiki/Heartbreakers_(2001_film),50
282,Hearts in Atlantis,0.0,30900000.0,-15550000.0,-0.501612903226,31000000.0,2001-09-28,39.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/Hearts_in_Atlantis_(film),50
283,Hedwig and the Angry Inch,0.0,3600000.0,-4200000.0,-0.7,6000000.0,2001-07-20,29.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(film),50
284,Heist,0.0,28510652.0,-24744674.0,-0.634478820513,39000000.0,2001-11-09,45.0,109,lda_topic_68,https://en.wikipedia.org/wiki/Heist_(film),53
285,How High,0.0,31283790.0,-4358105.0,-0.21790525,20000000.0,2001-12-21,51.0,93,lda_topic_497,https://en.wikipedia.org/wiki/How_High,50
286,Human Nature,,1500000.0,,,,2002-04-12,15.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Human_Nature_(film),53
287,I Am Sam,1.0,97818139.0,26909069.5,1.22313952273,22000000.0,2001-12-28,52.0,134,lda_topic_68,https://en.wikipedia.org/wiki/I_Am_Sam,53
288,In the Bedroom,1.0,43400000.0,20000000.0,11.7647058824,1700000.0,2001-11-23,47.0,131,lda_topic_68,https://en.wikipedia.org/wiki/In_the_Bedroom,53
289,Jay and Silent Bob Strike Back,0.0,33800000.0,-5100000.0,-0.231818181818,22000000.0,2001-08-24,34.0,104.0,lda_topic_497,https://en.wikipedia.org/wiki/Jay_and_Silent_Bob_Strike_Back,50
290,Clerks,1.0,3200000.0,1572425.0,57.0235720762,27575.0,,,9210.0,lda_topic_497,https://en.wikipedia.org/wiki/Clerks,50
292,Jeepers Creepers,1.0,59200000.0,19600000.0,1.96,10000000.0,2001-08-31,35.0,911,lda_topic_68,https://en.wikipedia.org/wiki/Jeepers_Creepers_(2001_film),53
294,Jimmy Neutron: Boy Genius,1.0,103000000.0,21500000.0,0.716666666667,30000000.0,2001-12-21,51.0,82,lda_topic_77,https://en.wikipedia.org/wiki/Jimmy_Neutron:_Boy_Genius_(film),55
295,Joe Dirt,0.0,31000000.0,-2200000.0,-0.124293785311,17700000.0,2001-04-11,15.0,911,lda_topic_330,https://en.wikipedia.org/wiki/Joe_Dirt,22
296,Joe Somebody,0.0,24516772.0,-25741614.0,-0.677410894737,38000000.0,2001-12-21,51.0,98,lda_topic_77,https://en.wikipedia.org/wiki/Joe_Somebody,55
297,Josie and the Pussycats,0.0,14900000.0,-31550000.0,-0.808974358974,39000000.0,2001-04-11,15.0,981,lda_topic_497,https://en.wikipedia.org/wiki/Josie_and_the_Pussycats_(film),50
298,Joy Ride,0.0,36600000.0,-4700000.0,-0.204347826087,23000000.0,2001-10-05,40.0,971,lda_topic_68,https://en.wikipedia.org/wiki/Joy_Ride_(2001_film),53
299,Jurassic Park III,1.0,368800000.0,91400000.0,0.982795698925,93000000.0,2001-07-18,29.0,921,lda_topic_77,https://en.wikipedia.org/wiki/Jurassic_Park_III,55
300,The Lost World: Jurassic Park,1.0,618600000.0,236300000.0,3.23698630137,73000000.0,1997-05-23,21.0,129.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Lost_World:_Jurassic_Park,55
301,Just Visiting,0.0,16200000.0,-26900000.0,-0.768571428571,35000000.0,2001-04-11,15.0,88,lda_topic_68,https://en.wikipedia.org/wiki/Just_Visiting_(film),53
302,Les Visiteurs,1.0,98800000.0,39900000.0,4.2,9500000.0,1993-01-27,4.0,107,lda_topic_68,https://en.wikipedia.org/wiki/Les_Visiteurs,53
303,K-PAX,0.0,65001485.0,-35499257.5,-0.522047904412,68000000.0,2001-10-26,43.0,121,lda_topic_68,https://en.wikipedia.org/wiki/K-PAX_(film),53
304,Kate & Leopold,0.0,76019048.0,-9990476.0,-0.208134916667,48000000.0,2001-12-25,52.0,123,lda_topic_68,https://en.wikipedia.org/wiki/Kate_%26_Leopold,53
305,Kingdom Come,1.0,23396049.0,4698024.5,0.671146357143,7000000.0,2001-04-11,15.0,95,lda_topic_497,https://en.wikipedia.org/wiki/Kingdom_Come_(2001_film),50
306,Kiss of the Dragon,1.0,64400000.0,7200000.0,0.288,25000000.0,2001-08-01,31.0,98,lda_topic_68,https://en.wikipedia.org/wiki/Kiss_of_the_Dragon,53
307,Kissing Jessica Stein,1.0,10000000.0,4000000.0,4.0,1000000.0,2002-03-13,11.0,97,lda_topic_497,https://en.wikipedia.org/wiki/Kissing_Jessica_Stein,50
308,A Knight's Tale,0.0,117500000.0,-6250000.0,-0.0961538461538,65000000.0,2001-05-11,19.0,1321138.0,lda_topic_68,https://en.wikipedia.org/wiki/A_Knight%27s_Tale,53
309,Knockaround Guys,0.0,14069721.0,-7965139.5,-0.5310093,15000000.0,2002-10-11,41.0,92,lda_topic_68,https://en.wikipedia.org/wiki/Knockaround_Guys,53
310,L.I.E.,1.0,1667192.0,133596.0,0.190851428571,700000.0,2001-01-20,3.0,971,lda_topic_330,https://en.wikipedia.org/wiki/L.I.E.,22
311,Lara Croft: Tomb Raider,1.0,274700000.0,22350000.0,0.194347826087,115000000.0,2001-06-15,24.0,100,lda_topic_68,https://en.wikipedia.org/wiki/Lara_Croft:_Tomb_Raider,53
313,The Last Castle,0.0,27600000.0,-58200000.0,-0.808333333333,72000000.0,2001-10-19,42.0,132,lda_topic_497,https://en.wikipedia.org/wiki/The_Last_Castle,50
314,Legally Blonde,1.0,141800000.0,52900000.0,2.93888888889,18000000.0,2001-07-13,28.0,961,lda_topic_429,https://en.wikipedia.org/wiki/Legally_Blonde,40
316,Life as a House,0.0,23903791.0,-15048104.5,-0.557337203704,27000000.0,2001-10-26,43.0,124,lda_topic_77,https://en.wikipedia.org/wiki/Life_as_a_House,55
317,The Lord of the Rings: The Fellowship of the Ring,1.0,871500000.0,342750000.0,3.68548387097,93000000.0,2001-12-20,51.0,178122.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,55
318,Lovely and Amazing,1.0,4695781.0,2097890.5,8.391562,250000.0,2002-06-28,26.0,91,lda_topic_68,https://en.wikipedia.org/wiki/Lovely_%26_Amazing,53
319,The Majestic,0.0,37300000.0,-53350000.0,-0.740972222222,72000000.0,2001-12-21,51.0,152.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Majestic_(film),50
320,The Man Who Wasn't There,0.0,18916623.0,-10541688.5,-0.527084425,20000000.0,2001-11-02,44.0,116.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Man_Who_Wasn%27t_There_(2001_film),50
