,title_clean,profit_class,revenues_clean,gross_profit,return,costs_clean,release_date,release_week,length_clean,main_topic,site,number_topic
2908,Stolen,0.0,17967746.0,-26016127.0,-0.743317914286,35000000.0,2012-09-14,37.0,96,lda_topic_68,https://en.wikipedia.org/wiki/Stolen_(2012_film),53
2909,Taken 2,1.0,376100000.0,143050000.0,3.17888888889,45000000.0,2012-10-05,40.0,911.0,lda_topic_68,https://en.wikipedia.org/wiki/Taken_2,53
2910,The Tall Man,0.0,5212903.0,-15593548.5,-0.856788379121,18200000.0,2012-08-31,35.0,100,lda_topic_497,https://en.wikipedia.org/wiki/The_Tall_Man_(2012_film),50
2912,Ted,1.0,549400000.0,223700000.0,4.3862745098,51000000.0,2012-06-29,26.0,106,lda_topic_497,https://en.wikipedia.org/wiki/Ted_(film),50
2913,That's My Boy,0.0,57300000.0,-41350000.0,-0.590714285714,70000000.0,2012-06-15,24.0,114,lda_topic_497,https://en.wikipedia.org/wiki/That%27s_My_Boy_(2012_film),50
2914,Think Like a Man,1.0,96100000.0,36050000.0,3.00416666667,12000000.0,2012-04-20,16.0,123,lda_topic_497,https://en.wikipedia.org/wiki/Think_Like_a_Man,50
2916,This Is 40,1.0,88100000.0,9050000.0,0.258571428571,35000000.0,2012-12-21,51.0,133.0,lda_topic_497,https://en.wikipedia.org/wiki/This_Is_40,50
2917,This Means War,1.0,156500000.0,13250000.0,0.203846153846,65000000.0,2012-02-17,7.0,98,lda_topic_497,https://en.wikipedia.org/wiki/This_Means_War_(film),50
2918,A Thousand Words,0.0,22000000.0,-29000000.0,-0.725,40000000.0,2012-03-09,10.0,91,lda_topic_497,https://en.wikipedia.org/wiki/A_Thousand_Words_(film),50
2919,The Three Stooges,0.0,54800000.0,-2600000.0,-0.0866666666667,30000000.0,2012-04-13,15.0,923,lda_topic_497,https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film),50
2920,Thunderstruck,,587211.0,,,,2012-08-24,34.0,94,lda_topic_109,https://en.wikipedia.org/wiki/Thunderstruck_(2012_film),2
2921,Titanic,1.0,2187000000.0,893500000.0,4.4675,200000000.0,1997-12-19,51.0,195.0,lda_topic_115,https://en.wikipedia.org/wiki/Titanic_(1997_film),3
2922,Total Recall,0.0,198500000.0,-25750000.0,-0.206,125000000.0,2012-08-03,31.0,118113.0,lda_topic_497,https://en.wikipedia.org/wiki/Total_Recall_(2012_film),50
2923,Trouble with the Curve,0.0,49000000.0,-35500000.0,-0.591666666667,60000000.0,2012-09-21,38.0,111.0,lda_topic_497,https://en.wikipedia.org/wiki/Trouble_with_the_Curve,50
2924,Underworld: Awakening,1.0,160100000.0,10050000.0,0.143571428571,70000000.0,2012-01-20,3.0,89,lda_topic_497,https://en.wikipedia.org/wiki/Underworld:_Awakening,50
2925,V/H/S,,1900000.0,,,,2012-10-05,40.0,116.0,lda_topic_68,https://en.wikipedia.org/wiki/V/H/S,53
2927,The Vow,1.0,196100000.0,68050000.0,2.26833333333,30000000.0,2012-02-10,6.0,104,lda_topic_497,https://en.wikipedia.org/wiki/The_Vow_(2012_film),50
2928,Wanderlust,0.0,24200000.0,-22900000.0,-0.654285714286,35000000.0,2012-02-24,8.0,981,lda_topic_497,https://en.wikipedia.org/wiki/Wanderlust_(2012_film),50
2929,The Watch,0.0,68300000.0,-33850000.0,-0.497794117647,68000000.0,2012-07-27,30.0,102.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Watch_(2012_film),55
2930,What to Expect When You're Expecting,1.0,84400000.0,2200000.0,0.055,40000000.0,2012-05-18,20.0,110.0,lda_topic_497,https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film),50
2931,Won't Back Down,0.0,5400000.0,-16300000.0,-0.857894736842,19000000.0,2012-09-28,39.0,121.0,lda_topic_497,https://en.wikipedia.org/wiki/Won%27t_Back_Down_(film),50
2932,The Words,1.0,13231461.0,615730.5,0.10262175,6000000.0,2012-09-07,36.0,9710.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Words_(film),50
2933,Wrath of the Titans,1.0,305300000.0,2650000.0,0.0176666666667,150000000.0,2012-03-30,13.0,99,lda_topic_94,https://en.wikipedia.org/wiki/Wrath_of_the_Titans,60
2934,Wreck-It Ralph,1.0,471200000.0,70600000.0,0.427878787879,165000000.0,2012-11-02,44.0,101.0,lda_topic_109,https://en.wikipedia.org/wiki/Wreck-It_Ralph,2
2935,Zero Dark Thirty,1.0,132800000.0,26400000.0,0.66,40000000.0,2012-12-19,51.0,157.0,lda_topic_68,https://en.wikipedia.org/wiki/Zero_Dark_Thirty,53
2936,2 Guns,1.0,131900000.0,4950000.0,0.0811475409836,61000000.0,2013-08-02,31.0,109.0,lda_topic_68,https://en.wikipedia.org/wiki/2_Guns,53
2937,12 Years a Slave,1.0,187700000.0,76750000.0,4.48830409357,17100000.0,2014-01-10,2.0,134.0,lda_topic_497,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),50
2938,20 Feet from Stardom,1.0,5800000.0,1900000.0,1.9,1000000.0,2013-06-14,24.0,901,lda_topic_497,https://en.wikipedia.org/wiki/20_Feet_from_Stardom,50
2939,21 & Over,1.0,48100000.0,11050000.0,0.85,13000000.0,2013-03-01,9.0,932,lda_topic_497,https://en.wikipedia.org/wiki/21_%26_Over_(film),50
2940,3 Geezers!,,4175.0,,,,2013-05-22,21.0,,lda_topic_497,https://en.wikipedia.org/wiki/3_Geezers!,50
2941,42,1.0,97500000.0,8750000.0,0.21875,40000000.0,2013-04-12,15.0,128.0,lda_topic_109,https://en.wikipedia.org/wiki/42_(film),2
2942,47 Ronin,0.0,151800000.0,-99100000.0,-0.566285714286,175000000.0,2013-12-25,52.0,127,lda_topic_77,https://en.wikipedia.org/wiki/47_Ronin_(2013_film),55
2943,A.C.O.D.,,175705.0,,,,2013-10-04,40.0,90,lda_topic_497,https://en.wikipedia.org/wiki/A.C.O.D.,50
2944,Admission,0.0,18637201.0,-3681399.5,-0.283184576923,13000000.0,2013-03-22,12.0,108.0,lda_topic_68,https://en.wikipedia.org/wiki/Admission_(film),53
2945,After Earth,0.0,243800000.0,-8100000.0,-0.0623076923077,130000000.0,2013-05-31,22.0,100.0,lda_topic_77,https://en.wikipedia.org/wiki/After_Earth,55
2946,Aftershock,0.0,58510.0,-1970745.0,-0.9853725,2000000.0,2013-05-10,19.0,895,lda_topic_68,https://en.wikipedia.org/wiki/Aftershock_(2012_film),53
2947,Ain't Them Bodies Saints,0.0,1000000.0,-3500000.0,-0.875,4000000.0,2013-08-16,33.0,971,lda_topic_68,https://en.wikipedia.org/wiki/Ain%27t_Them_Bodies_Saints,53
2948,All Is Lost,0.0,10200000.0,-3400000.0,-0.4,8500000.0,2013-10-25,43.0,105.0,lda_topic_497,https://en.wikipedia.org/wiki/All_Is_Lost,50
2949,Alone yet Not Alone,0.0,887851.0,-6556074.5,-0.936582071429,7000000.0,2013-09-27,39.0,103,lda_topic_497,https://en.wikipedia.org/wiki/Alone_yet_Not_Alone,50
2950,American Hustle,1.0,251200000.0,85600000.0,2.14,40000000.0,2013-12-13,50.0,138.0,lda_topic_77,https://en.wikipedia.org/wiki/American_Hustle,55
2951,Anchorman 2: The Legend Continues,1.0,173600000.0,36800000.0,0.736,50000000.0,2013-12-18,51.0,119.0,lda_topic_497,https://en.wikipedia.org/wiki/Anchorman_2:_The_Legend_Continues,50
2952,Apartment 1303 3D,0.0,3363093.0,-3318453.5,-0.6636907,5000000.0,2013-07-25,30.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Apartment_1303_3D,53
2953,At Any Price,,487455.0,,,,2013-04-24,17.0,104.0,lda_topic_497,https://en.wikipedia.org/wiki/At_Any_Price_(film),50
2954,Arthur Newman,,500000.0,,,,2013-04-26,17.0,101,lda_topic_68,https://en.wikipedia.org/wiki/Arthur_Newman_(film),53
2955,August: Osage County,1.0,74200000.0,100000.0,0.0027027027027,37000000.0,2013-12-27,52.0,120.0,lda_topic_497,https://en.wikipedia.org/wiki/August:_Osage_County_(film),50
2956,Baggage Claim,1.0,22456509.0,2728254.5,0.320971117647,8500000.0,2013-09-27,39.0,961,lda_topic_68,https://en.wikipedia.org/wiki/Baggage_Claim_(film),53
2957,Battle of the Year,0.0,16500000.0,-11750000.0,-0.5875,20000000.0,2013-11-21,47.0,109,lda_topic_497,https://en.wikipedia.org/wiki/Battle_of_the_Year_(film),50
2958,Beautiful Creatures,0.0,60100000.0,-29950000.0,-0.499166666667,60000000.0,2013-02-14,7.0,124.0,lda_topic_497,https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film),50
2959,Before Midnight,1.0,23400000.0,8700000.0,2.9,3000000.0,2013-06-14,24.0,109.0,lda_topic_68,https://en.wikipedia.org/wiki/Before_Midnight_(film),53
2960,Behind the Candelabra,0.0,13400000.0,-16300000.0,-0.708695652174,23000000.0,2013-05-26,21.0,118.0,lda_topic_497,https://en.wikipedia.org/wiki/Behind_the_Candelabra,50
2961,The Best Man Holiday,1.0,71625195.0,18812597.5,1.10662338235,17000000.0,2013-11-15,46.0,123.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Best_Man_Holiday,50
2962,The Best Man,1.0,34573780.0,8286890.0,0.920765555556,9000000.0,1999-10-22,42.0,120,lda_topic_497,https://en.wikipedia.org/wiki/The_Best_Man_(1999_film),50
2963,Big Sur,,35072.0,,,,2013-04-28,17.0,73190.0,lda_topic_68,https://en.wikipedia.org/wiki/Big_Sur_(film),53
2964,The Big Wedding,0.0,46519348.0,-11740326.0,-0.335437885714,35000000.0,2013-04-26,17.0,892,lda_topic_497,https://en.wikipedia.org/wiki/The_Big_Wedding,50
2965,Black Nativity,0.0,7454185.0,-13772907.5,-0.787023285714,17500000.0,2013-11-27,48.0,931,lda_topic_401,https://en.wikipedia.org/wiki/Black_Nativity_(film),34
2966,Blackfish,,2300000.0,,,,2013-07-19,29.0,831,lda_topic_497,https://en.wikipedia.org/wiki/Blackfish_(film),50
2967,"Bless Me, Ultima",,1553826.0,,,,,,106,lda_topic_497,"https://en.wikipedia.org/wiki/Bless_Me,_Ultima_(film)",50
2968,The Bling Ring,1.0,19100000.0,1550000.0,0.19375,8000000.0,2013-06-14,24.0,901,lda_topic_68,https://en.wikipedia.org/wiki/The_Bling_Ring,53
2969,Blue Caprice,,93995.0,,,,2013-09-13,37.0,,lda_topic_497,https://en.wikipedia.org/wiki/Blue_Caprice,50
2970,Blue Jasmine,1.0,97500000.0,30750000.0,1.70833333333,18000000.0,2013-08-23,34.0,991,lda_topic_497,https://en.wikipedia.org/wiki/Blue_Jasmine,50
2971,Blue Ruin,1.0,993313.0,76656.5,0.18251547619,420000.0,2014-04-25,17.0,901,lda_topic_497,https://en.wikipedia.org/wiki/Blue_Ruin,50
2972,The Book Thief,1.0,76600000.0,19300000.0,1.01578947368,19000000.0,2013-11-27,48.0,125.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Book_Thief_(film),50
2973,The Brass Teapot,,6997.0,,,,2013-04-05,14.0,101,lda_topic_497,https://en.wikipedia.org/wiki/The_Brass_Teapot,50
2974,Breathe In,,298445.0,,,,2014-03-28,13.0,971,lda_topic_497,https://en.wikipedia.org/wiki/Breathe_In_(film),50
2975,Broken City,0.0,34500000.0,-17750000.0,-0.507142857143,35000000.0,2013-01-18,3.0,108,lda_topic_68,https://en.wikipedia.org/wiki/Broken_City_(film),53
2976,Bullet to the Head,0.0,21900000.0,-44050000.0,-0.800909090909,55000000.0,2013-02-01,5.0,921,lda_topic_68,https://en.wikipedia.org/wiki/Bullet_to_the_Head,53
2977,The Butler,1.0,176600000.0,58300000.0,1.94333333333,30000000.0,2013-08-16,33.0,1321.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Butler,50
2978,The Call,1.0,68600000.0,21300000.0,1.63846153846,13000000.0,2013-03-15,11.0,941,lda_topic_68,https://en.wikipedia.org/wiki/The_Call_(2013_film),53
2979,Begin Again,1.0,63500000.0,23750000.0,2.96875,8000000.0,2014-06-27,26.0,104.0,lda_topic_497,https://en.wikipedia.org/wiki/Can_a_Song_Save_Your_Life%3F,50
2980,The Canyons,0.0,265670.0,-117165.0,-0.46866,250000.0,2013-08-02,31.0,99,lda_topic_497,https://en.wikipedia.org/wiki/The_Canyons_(film),50
2981,Captain Phillips,1.0,218800000.0,54400000.0,0.989090909091,55000000.0,2013-10-11,41.0,134.0,lda_topic_77,https://en.wikipedia.org/wiki/Captain_Phillips_(film),55
2982,Carrie,1.0,85000000.0,12500000.0,0.416666666667,30000000.0,2013-10-18,42.0,991,lda_topic_497,https://en.wikipedia.org/wiki/Carrie_(2013_film),50
2983,CBGB,,40400.0,,,,2013-10-04,40.0,101,lda_topic_497,https://en.wikipedia.org/wiki/CBGB_(film),50
2984,Charlie Countryman,,424404.0,,,,2013-11-15,46.0,103.0,lda_topic_497,https://en.wikipedia.org/wiki/Charlie_Countryman,50
2985,Cloudy with a Chance of Meatballs 2,1.0,274300000.0,59150000.0,0.758333333333,78000000.0,2013-09-27,39.0,955,lda_topic_77,https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2,55
2986,The Company You Keep,1.0,19600000.0,7800000.0,3.9,2000000.0,2013-06-07,23.0,125,lda_topic_330,https://en.wikipedia.org/wiki/The_Company_You_Keep_(film),22
2987,Concussion,,42606.0,,,,2013-10-04,40.0,961,lda_topic_109,https://en.wikipedia.org/wiki/Concussion_(2013_film),2
2988,The Conjuring,1.0,318000000.0,139000000.0,6.95,20000000.0,2013-07-19,29.0,112.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Conjuring,50
2991,Contracted,,4105.0,,,,2013-07-07,27.0,78,lda_topic_497,https://en.wikipedia.org/wiki/Contracted_(film),50
2992,The Counselor,1.0,71000000.0,10500000.0,0.42,25000000.0,2013-11-15,46.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Counselor_(film),53
2993,The Croods,1.0,587200000.0,158600000.0,1.17481481481,135000000.0,2013-03-22,12.0,983,lda_topic_77,https://en.wikipedia.org/wiki/The_Croods,55
2994,Cutie and the Boxer,,199100.0,,,,2013-08-16,33.0,82,lda_topic_68,https://en.wikipedia.org/wiki/Cutie_and_the_Boxer,53
2995,Dallas Buyers Club,1.0,55200000.0,22600000.0,4.52,5000000.0,2013-11-01,44.0,116,lda_topic_497,https://en.wikipedia.org/wiki/Dallas_Buyers_Club,50
2996,Dark Skies,1.0,26400000.0,9700000.0,2.77142857143,3500000.0,2013-02-22,8.0,971,lda_topic_68,https://en.wikipedia.org/wiki/Dark_Skies_(film),53
2997,Dead Man Down,0.0,18100000.0,-20950000.0,-0.698333333333,30000000.0,2013-03-08,10.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/Dead_Man_Down,53
2998,Despicable Me 2,1.0,970800000.0,409400000.0,5.38684210526,76000000.0,2013-07-03,27.0,981,lda_topic_358,https://en.wikipedia.org/wiki/Despicable_Me_2,27
3000,Disconnect,,3400000.0,,,,2013-04-12,15.0,115.0,lda_topic_497,https://en.wikipedia.org/wiki/Disconnect_(film),50
3001,Dirty Wars,,371245.0,,,,2013-01-18,3.0,861,lda_topic_497,https://en.wikipedia.org/wiki/Dirty_Wars,50
3002,Don Jon,1.0,41300000.0,17650000.0,5.88333333333,3000000.0,2013-09-27,39.0,902,lda_topic_497,https://en.wikipedia.org/wiki/Don_Jon,50
3003,Drinking Buddies,0.0,343341.0,-828329.5,-0.8283295,1000000.0,2013-08-23,34.0,901,lda_topic_68,https://en.wikipedia.org/wiki/Drinking_Buddies,53
3004,Elysium,1.0,286100000.0,28050000.0,0.243913043478,115000000.0,2013-08-09,32.0,109.0,lda_topic_77,https://en.wikipedia.org/wiki/Elysium_(film),55
3005,Emperor,,14667451.0,,,,2013-07-27,30.0,105.0,lda_topic_497,https://en.wikipedia.org/wiki/Emperor_(film),50
3006,Empire State,0.0,3700000.0,-9150000.0,-0.831818181818,11000000.0,,,94,lda_topic_497,https://en.wikipedia.org/wiki/Empire_State_(2013_film),50
3007,Ender's Game,0.0,125500000.0,-47250000.0,-0.429545454545,110000000.0,2013-11-01,44.0,114.0,lda_topic_77,https://en.wikipedia.org/wiki/Ender%27s_Game_(film),55
3008,The English Teacher,,466759.0,,,,2013-05-17,20.0,93,lda_topic_497,https://en.wikipedia.org/wiki/The_English_Teacher_(film),50
3009,Enough Said,1.0,25300000.0,4650000.0,0.58125,8000000.0,2013-09-18,38.0,93,lda_topic_68,https://en.wikipedia.org/wiki/Enough_Said_(film),53
3010,Epic,1.0,268400000.0,41200000.0,0.443010752688,93000000.0,2013-05-24,21.0,102.0,lda_topic_77,https://en.wikipedia.org/wiki/Epic_(2013_film),55
3011,Escape from Planet Earth,0.0,74600000.0,-2700000.0,-0.0675,40000000.0,2013-02-15,7.0,892.0,lda_topic_77,https://en.wikipedia.org/wiki/Escape_from_Planet_Earth,55
3012,Escape Plan,1.0,137300000.0,18650000.0,0.373,50000000.0,2013-10-18,42.0,115.0,lda_topic_68,https://en.wikipedia.org/wiki/Escape_Plan_(film),53
3013,Evil Dead,1.0,97500000.0,31750000.0,1.86764705882,17000000.0,2013-04-05,14.0,921,lda_topic_68,https://en.wikipedia.org/wiki/Evil_Dead_(2013_film),53
3014,The Face of Love,0.0,1500147.0,-3249926.5,-0.812481625,4000000.0,2014-03-07,10.0,92,lda_topic_497,https://en.wikipedia.org/wiki/The_Face_of_Love_(film),50
3015,Fast & Furious 6,1.0,788700000.0,234350000.0,1.4646875,160000000.0,2013-05-24,21.0,130.0,lda_topic_448,https://en.wikipedia.org/wiki/Fast_%26_Furious_6,42
3017,The Fifth Estate,0.0,8600000.0,-23700000.0,-0.846428571429,28000000.0,2013-10-25,43.0,128.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Fifth_Estate_(film),50
3018,Foodfight!,0.0,73706.0,-44963147.0,-0.999181044444,45000000.0,2013-05-07,19.0,872,lda_topic_497,https://en.wikipedia.org/wiki/Foodfight!,50
3019,Frances Ha,1.0,11300000.0,2650000.0,0.883333333333,3000000.0,2013-05-17,20.0,862,lda_topic_68,https://en.wikipedia.org/wiki/Frances_Ha,53
3020,Free Birds,1.0,110400000.0,200000.0,0.00363636363636,55000000.0,2013-11-01,44.0,913,lda_topic_77,https://en.wikipedia.org/wiki/Free_Birds,55
3022,The Frozen Ground,0.0,5617460.0,-16391270.0,-0.853711979167,19200000.0,2013-08-23,34.0,105.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Frozen_Ground,53
3023,Fruitvale Station,1.0,17400000.0,7800000.0,8.66666666667,900000.0,2013-07-12,28.0,851,lda_topic_77,https://en.wikipedia.org/wiki/Fruitvale_Station,55
3024,G.I. Joe: Retaliation,1.0,375700000.0,94250000.0,1.00694444444,93600000.0,2013-03-28,13.0,110.0,lda_topic_77,https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation,55
3025,Gangster Squad,0.0,105200000.0,-22400000.0,-0.298666666667,75000000.0,2013-01-11,2.0,113.0,lda_topic_497,https://en.wikipedia.org/wiki/Gangster_Squad_(film),50
3026,Generation Iron,,849523.0,,,,,,106,lda_topic_497,https://en.wikipedia.org/wiki/Generation_Iron,50
3027,Getaway,0.0,11800000.0,-12100000.0,-0.672222222222,18000000.0,2013-08-30,35.0,90,lda_topic_68,https://en.wikipedia.org/wiki/Getaway_(film),53
3028,Girl Most Likely,,1378591.0,,,,2013-07-19,29.0,104.0,lda_topic_497,https://en.wikipedia.org/wiki/Girl_Most_Likely,50
3029,A Glimpse Inside the Mind of Charles Swan III,,210565.0,,,,2013-02-08,6.0,86,lda_topic_497,https://en.wikipedia.org/wiki/A_Glimpse_Inside_the_Mind_of_Charles_Swan_III,50
3030,A Good Day to Die Hard,1.0,304700000.0,60350000.0,0.65597826087,92000000.0,2013-02-14,7.0,98,lda_topic_68,https://en.wikipedia.org/wiki/A_Good_Day_to_Die_Hard,53
3031,Grace Unplugged,0.0,2507106.0,-446447.0,-0.262615882353,1700000.0,2013-10-04,40.0,102,lda_topic_68,https://en.wikipedia.org/wiki/Grace_Unplugged,53
3032,Gravity,1.0,723200000.0,261600000.0,2.616,100000000.0,2013-11-07,45.0,911,lda_topic_330,https://en.wikipedia.org/wiki/Gravity_(film),22
3033,The Great Gatsby,1.0,351000000.0,70500000.0,0.671428571429,105000000.0,2013-05-30,22.0,142.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film),50
3034,The Green Inferno,1.0,12700000.0,1350000.0,0.27,5000000.0,2015-09-25,39.0,100.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Green_Inferno_(film),53
3035,Greetings from Tim Buckley,,11157.0,,,,2013-05-03,18.0,99,lda_topic_497,https://en.wikipedia.org/wiki/Greetings_from_Tim_Buckley,50
3036,Grown Ups 2,1.0,247000000.0,43500000.0,0.54375,80000000.0,2013-07-12,28.0,101.0,lda_topic_497,https://en.wikipedia.org/wiki/Grown_Ups_2,50
3038,Grudge Match,0.0,44900000.0,-17550000.0,-0.43875,40000000.0,2013-12-25,52.0,113,lda_topic_497,https://en.wikipedia.org/wiki/Grudge_Match_(film),50
3039,The Hangover Part III,1.0,362000000.0,78000000.0,0.757281553398,103000000.0,2013-05-23,21.0,100.0,lda_topic_345,https://en.wikipedia.org/wiki/The_Hangover_Part_III,25
3041,Hansel & Gretel: Witch Hunters,1.0,226300000.0,63150000.0,1.263,50000000.0,2013-02-28,9.0,881,lda_topic_497,https://en.wikipedia.org/wiki/Hansel_%26_Gretel:_Witch_Hunters,50
3042,Hatchet II,,156190.0,,,,2010-10-01,39.0,85,lda_topic_68,https://en.wikipedia.org/wiki/Hatchet_II,53
3043,"Hateship, Loveship",,80588.0,,,,2014-04-11,15.0,,lda_topic_68,"https://en.wikipedia.org/wiki/Hateship,_Loveship",53
3044,A Haunted House,1.0,60100000.0,27550000.0,11.02,2500000.0,2013-01-11,2.0,861,lda_topic_38,https://en.wikipedia.org/wiki/A_Haunted_House_(film),30
3045,The Haunting in Connecticut 2: Ghosts of Georgia,0.0,2382965.0,-308517.5,-0.205678333333,1500000.0,2013-02-01,5.0,100,lda_topic_497,https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut_2:_Ghosts_of_Georgia,50
3046,The Heat,1.0,229900000.0,71950000.0,1.67325581395,43000000.0,2013-06-28,26.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Heat_(film),53
3047,Hell Baby,0.0,8785.0,-2495607.5,-0.998243,2500000.0,2013-09-06,36.0,94,lda_topic_497,https://en.wikipedia.org/wiki/Hell_Baby,50
3048,Her,1.0,48800000.0,1400000.0,0.0608695652174,23000000.0,2013-12-18,51.0,126.0,lda_topic_497,https://en.wikipedia.org/wiki/Her_(film),50
3049,The Hobbit: The Desolation of Smaug,1.0,958400000.0,254200000.0,1.12977777778,225000000.0,2013-12-13,50.0,161118.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug,55
3050,The Hobbit: An Unexpected Journey,1.0,1021000000.0,310500000.0,1.5525,200000000.0,2012-12-14,50.0,169118.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Hobbit:_An_Unexpected_Journey,55
3051,Home Run,1.0,2861020.0,230510.0,0.192091666667,1200000.0,2013-04-19,16.0,,lda_topic_497,https://en.wikipedia.org/wiki/Home_Run_(film),50
3052,Homefront,0.0,43100000.0,-450000.0,-0.0204545454545,22000000.0,2013-11-27,48.0,100.0,lda_topic_497,https://en.wikipedia.org/wiki/Homefront_(film),50
3053,The Host,0.0,63300000.0,-8350000.0,-0.20875,40000000.0,2013-03-29,13.0,1251.0,lda_topic_77,https://en.wikipedia.org/wiki/The_Host_(2013_film),55
3054,Hours,0.0,783997.0,-3608001.5,-0.902000375,4000000.0,2013-12-13,50.0,97,lda_topic_68,https://en.wikipedia.org/wiki/Hours_(2013_film),53
3055,The Hunger Games: Catching Fire,1.0,865000000.0,302500000.0,2.32692307692,130000000.0,2013-11-22,47.0,146.0,lda_topic_455,https://en.wikipedia.org/wiki/The_Hunger_Games:_Catching_Fire,43
3057,I'm in Love with a Church Girl,,2387730.0,,,,2013-10-18,42.0,,lda_topic_68,https://en.wikipedia.org/wiki/I%27m_in_Love_with_a_Church_Girl,53
3058,I Spit on Your Grave 2,,668119.0,,,,2013-09-20,38.0,106100.0,lda_topic_68,https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave_2,53
3059,I Used to Be Darker,0.0,22214.0,-31287.0,-0.73800537812,42394.0,2013-01-19,3.0,90,lda_topic_497,https://en.wikipedia.org/wiki/I_Used_to_Be_Darker,50
3060,The Iceman,0.0,4400000.0,-7800000.0,-0.78,10000000.0,2013-05-03,18.0,105.0,lda_topic_68,https://en.wikipedia.org/wiki/The_Iceman_(film),53
3061,Identity Thief,1.0,174000000.0,52000000.0,1.48571428571,35000000.0,2013-02-08,6.0,112.0,lda_topic_68,https://en.wikipedia.org/wiki/Identity_Thief,53
3062,In a World...,1.0,3100000.0,550000.0,0.55,1000000.0,2013-08-09,32.0,931,lda_topic_497,https://en.wikipedia.org/wiki/In_a_World...,50
3063,inAPPropriate Comedy,,228004.0,,,,2013-03-22,12.0,83,lda_topic_68,https://en.wikipedia.org/wiki/InAPPropriate_Comedy,53
3064,The Incredible Burt Wonderstone,0.0,27400000.0,-20300000.0,-0.597058823529,34000000.0,2013-03-15,11.0,100.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Incredible_Burt_Wonderstone,50
3065,The Inevitable Defeat of Mister and Pete,0.0,494608.0,-2752696.0,-0.917565333333,3000000.0,2013-10-11,41.0,120.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Inevitable_Defeat_of_Mister_%26_Pete,50
3066,Inside Llewyn Davis,1.0,32900000.0,5450000.0,0.495454545455,11000000.0,2013-12-06,49.0,105,lda_topic_497,https://en.wikipedia.org/wiki/Inside_Llewyn_Davis,50
3067,Insidious: Chapter 2,1.0,161900000.0,75950000.0,15.19,5000000.0,2013-09-13,37.0,105.0,lda_topic_68,https://en.wikipedia.org/wiki/Insidious:_Chapter_2,53
3069,The Internship,0.0,93500000.0,-11250000.0,-0.193965517241,58000000.0,2013-06-07,23.0,119.0,lda_topic_497,https://en.wikipedia.org/wiki/The_Internship,50
3070,Iron Man 3,1.0,1215000000.0,407500000.0,2.0375,200000000.0,2013-05-03,18.0,130.0,lda_topic_77,https://en.wikipedia.org/wiki/Iron_Man_3,55
3071,It's a Disaster,,60818.0,,,,2013-04-12,15.0,88,lda_topic_497,https://en.wikipedia.org/wiki/It%27s_a_Disaster,50
3072,Jack the Giant Slayer,0.0,197700000.0,-86150000.0,-0.465675675676,185000000.0,2013-03-01,9.0,114.0,lda_topic_497,https://en.wikipedia.org/wiki/Jack_the_Giant_Slayer,50
3073,Jackass Presents: Bad Grandpa,1.0,151800000.0,60900000.0,4.06,15000000.0,2013-10-25,43.0,921,lda_topic_497,https://en.wikipedia.org/wiki/Jackass_Presents:_Bad_Grandpa,50
3074,Jayne Mansfield's Car,,14836.0,,,,2013-09-13,37.0,,lda_topic_497,https://en.wikipedia.org/wiki/Jayne_Mansfield%27s_Car,50
3075,Jobs,1.0,35900000.0,5950000.0,0.495833333333,12000000.0,2013-08-16,33.0,129.0,lda_topic_497,https://en.wikipedia.org/wiki/Jobs_(film),50
3076,John Dies at the End,0.0,141951.0,-929024.5,-0.9290245,1000000.0,2013-01-25,4.0,100.0,lda_topic_68,https://en.wikipedia.org/wiki/John_Dies_at_the_End_(film),53
3077,Joe,0.0,2360000.0,-2820000.0,-0.705,4000000.0,2014-04-11,15.0,117.0,lda_topic_68,https://en.wikipedia.org/wiki/Joe_(2013_film),53
